"source_id","path","source_type","author","status","notes"
"SRC-MISC-020","完整副本/答案之书_v7/EVIDENCE_LEDGER.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-021","完整副本/答案之书_v7/FEISHU_DOC_MAP.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-022","完整副本/答案之书_v7/FRAMEWORK_MAP.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-023","完整副本/答案之书_v7/FULL_MANUSCRIPT.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-024","完整副本/答案之书_v7/GIT_TIME_LOG.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-025","完整副本/答案之书_v7/KEYWORD_INDEX.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-026","完整副本/答案之书_v7/LEVER_C_D_REPORT.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-027","完整副本/答案之书_v7/METHODOLOGY_LOCK.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-028","完整副本/答案之书_v7/ORIGINALITY_LOG.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-029","完整副本/答案之书_v7/PREFACE.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-030","完整副本/答案之书_v7/R30_DELIVERY_REPORT.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-031","完整副本/答案之书_v7/REJECT_LOG.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-032","完整副本/答案之书_v7/SELF_ASSESSMENT.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-033","完整副本/答案之书_v7/SOURCE_LEDGER.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-034","完整副本/答案之书_v7/v4_HEARTBEAT_LOG.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-035","完整副本/答案之书_v7/v7_HEARTBEAT_LOG.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-WX-001","完整副本/公众号文章/_REPAIR_REPORT.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-002","完整副本/公众号文章/D01_AI时代独立思考的价值.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-003","完整副本/公众号文章/D02_资产vs负债.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-004","完整副本/公众号文章/D03_多巴胺天平.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-005","完整副本/公众号文章/D04_HKR流量公式.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-006","完整副本/公众号文章/D05_认知Bug防御.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-007","完整副本/公众号文章/D06_100篇定律.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-008","完整副本/公众号文章/D07_最小可行性习惯.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-009","完整副本/公众号文章/D08_复利曲线.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-010","完整副本/公众号文章/D09_内容创作四根命脉.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-011","完整副本/公众号文章/D10_忙碌逃避.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-012","完整副本/公众号文章/D100_内容产品化.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-013","完整副本/公众号文章/D101_发布不是终点.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-014","完整副本/公众号文章/D102_环境的暴政.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-015","完整副本/公众号文章/D103_饮食决策框架.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-016","完整副本/公众号文章/D104_昼夜节律重建.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-017","完整副本/公众号文章/D105_成瘾不是意志力问题.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-018","完整副本/公众号文章/D106_睡眠不是休息.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-019","完整副本/公众号文章/D107_认知目标函数.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-020","完整副本/公众号文章/D108_形象不是虚伪.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-021","完整副本/公众号文章/D109_代际错位即杠杆.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-022","完整副本/公众号文章/D11_共同想象与权力.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-023","完整副本/公众号文章/D110_多巴胺基线崩塌与修复.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-024","完整副本/公众号文章/D12_三重大脑的真相.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-025","完整副本/公众号文章/D13_依恋模式.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-026","完整副本/公众号文章/D14_第一性原理深钻.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-027","完整副本/公众号文章/D15_注意力第一资产.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-028","完整副本/公众号文章/D16_22岁试错期权.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-029","完整副本/公众号文章/D17_信息转化率.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-030","完整副本/公众号文章/D18_知道验证的鸿沟.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-031","完整副本/公众号文章/D19_环境暴政.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-032","完整副本/公众号文章/D20_连续天数.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-033","完整副本/公众号文章/D21_形象杠杆.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-034","完整副本/公众号文章/D22_拖延的三种类型.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-035","完整副本/公众号文章/D23_情绪是数据.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-036","完整副本/公众号文章/D24_反脆弱未来.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-037","完整副本/公众号文章/D25_自律即自爱.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-038","完整副本/公众号文章/D26_焦虑公式.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-039","完整副本/公众号文章/D27_元认知训练.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-040","完整副本/公众号文章/D28_注意力管理.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-041","完整副本/公众号文章/D29_依恋可改变.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-042","完整副本/公众号文章/D30_历史的教训.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-043","完整副本/公众号文章/D31_信息茧房.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-044","完整副本/公众号文章/D32_延迟满足.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-045","完整副本/公众号文章/D33_社交媒体税.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-046","完整副本/公众号文章/D34_知识转化率.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-047","完整副本/公众号文章/D35_环境设计.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-048","完整副本/公众号文章/D36_个人IP本质.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-049","完整副本/公众号文章/D37_创作系统进化.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-050","完整副本/公众号文章/D38_深度工作.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-051","完整副本/公众号文章/D39_决策质量.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-052","完整副本/公众号文章/D40_终身学习.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-053","完整副本/公众号文章/D41_概念解剖.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-054","完整副本/公众号文章/D42_写作与思考.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-055","完整副本/公众号文章/D43_数字极简.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-056","完整副本/公众号文章/D44_复利暗面.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-057","完整副本/公众号文章/D45_关系权力.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-058","完整副本/公众号文章/D46_创作者经济学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-059","完整副本/公众号文章/D47_睡眠与认知.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-060","完整副本/公众号文章/D48_失败的科学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-061","完整副本/公众号文章/D49_知识管理vs应用.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-062","完整副本/公众号文章/D50_个人系统升级.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-063","完整副本/公众号文章/D51_阅人术.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-064","完整副本/公众号文章/D52_谈判框架.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-065","完整副本/公众号文章/D53_独处价值.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-066","完整副本/公众号文章/D54_阅读方法论.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-067","完整副本/公众号文章/D55_身体与思维.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-068","完整副本/公众号文章/D56_运气与努力.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-069","完整副本/公众号文章/D57_影响力原理.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-070","完整副本/公众号文章/D58_提问的艺术.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-071","完整副本/公众号文章/D59_自我叙事.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-072","完整副本/公众号文章/D60_从0到1.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-073","完整副本/公众号文章/D61_选择悖论.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-074","完整副本/公众号文章/D62_完美主义.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-075","完整副本/公众号文章/D63_习惯神经科学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-076","完整副本/公众号文章/D64_导师与自学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-077","完整副本/公众号文章/D65_金钱心理学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-078","完整副本/公众号文章/D66_熵与秩序.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-079","完整副本/公众号文章/D67_FOMO与JOMO.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-080","完整副本/公众号文章/D68_边界设定.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-081","完整副本/公众号文章/D69_创造力的日常.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-082","完整副本/公众号文章/D70_脆弱的力量.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-083","完整副本/公众号文章/D71_时间的感知.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-084","完整副本/公众号文章/D72_社交资本.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-085","完整副本/公众号文章/D73_身份与标签.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-086","完整副本/公众号文章/D74_反馈的勇气.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-087","完整副本/公众号文章/D75_输出驱动学习.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-088","完整副本/公众号文章/D76_认知卸载.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-089","完整副本/公众号文章/D77_动机的科学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-090","完整副本/公众号文章/D78_感恩的科学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-091","完整副本/公众号文章/D79_故事的力量.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-092","完整副本/公众号文章/D80_反依赖与亲密恐惧.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-093","完整副本/公众号文章/D81_形象管理ROI科学.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-094","完整副本/公众号文章/D82_代际错位.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-095","完整副本/公众号文章/D83_负循环破解.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-096","完整副本/公众号文章/D84_P0单一主线.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-097","完整副本/公众号文章/D85_14天实验SOP.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-098","完整副本/公众号文章/D86_最小可行性系统.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-099","完整副本/公众号文章/D87_芒格格栅.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-100","完整副本/公众号文章/D88_系统大于目标.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-101","完整副本/公众号文章/D89_反共识不是叛逆.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-102","完整副本/公众号文章/D90_反脆弱进阶.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-103","完整副本/公众号文章/D91_一人企业AI杠杆.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-104","完整副本/公众号文章/D92_杠铃策略.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-105","完整副本/公众号文章/D93_交易的正确目标.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-106","完整副本/公众号文章/D94_游戏不是敌人.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-107","完整副本/公众号文章/D95_三位一体创作.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-108","完整副本/公众号文章/D96_平台策略.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-109","完整副本/公众号文章/D97_先避毁灭再求收益.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-110","完整副本/公众号文章/D98_认知负债陷阱.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-WX-111","完整副本/公众号文章/D99_六格复盘.md","公众号文章","待补","候选","脚本生成，待人工确认"
"SRC-MISC-036","完整副本/深度卡/C1-1_多巴胺基线崩塌与修复.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-037","完整副本/深度卡/C1-2_饮食决策框架.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-038","完整副本/深度卡/C1-3_昼夜节律重建.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-039","完整副本/深度卡/C1-4_成瘾不是意志力问题.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-040","完整副本/深度卡/C1-5_睡眠不是休息.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-041","完整副本/深度卡/C2-1_先避毁灭再求收益.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-042","完整副本/深度卡/C2-2_认知负债陷阱.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-043","完整副本/深度卡/C2-3_六格复盘.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-044","完整副本/深度卡/C2-4_认知目标函数.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-045","完整副本/深度卡/C2-5_游戏不是敌人.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-046","完整副本/深度卡/C3-1_资产还是负债.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-047","完整副本/深度卡/C3-2_杠铃策略.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-048","完整副本/深度卡/C3-3_一人企业模型.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-049","完整副本/深度卡/C3-4_复利不是数学公式.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-050","完整副本/深度卡/C3-5_交易的唯一正确目标.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-051","完整副本/深度卡/C4-1_三位一体创作.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-052","完整副本/深度卡/C4-2_平台策略.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-053","完整副本/深度卡/C4-3_内容产品化.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-054","完整副本/深度卡/C4-4_注意力是第一资产.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-055","完整副本/深度卡/C4-5_发布不是终点.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-056","完整副本/深度卡/C5-1_反依赖.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-057","完整副本/深度卡/C5-2_形象管理.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-058","完整副本/深度卡/C5-3_代际错位.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-059","完整副本/深度卡/C5-4_形象不是虚伪.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-060","完整副本/深度卡/C5-5_代际错位即杠杆.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-061","完整副本/深度卡/C6-1_负循环破解.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-062","完整副本/深度卡/C6-2_P0单一主线.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-063","完整副本/深度卡/C6-3_14天实验SOP.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-064","完整副本/深度卡/C6-4_最小可行性系统.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-065","完整副本/深度卡/C6-5_环境的暴政.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-066","完整副本/深度卡/C7-1_第一性原理.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-067","完整副本/深度卡/C7-2_芒格格栅.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-068","完整副本/深度卡/C7-3_反脆弱.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-069","完整副本/深度卡/C7-4_反共识不是叛逆.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-070","完整副本/深度卡/C7-5_系统大于目标.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-071","完整副本/深度卡/topics/T1-01_多巴胺本质.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-072","完整副本/深度卡/topics/T1-01_多巴胺不是快乐分子.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-073","完整副本/深度卡/topics/T1-02_成瘾的反面是连接.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-074","完整副本/深度卡/topics/T1-03_痛苦天平.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-075","完整副本/深度卡/topics/T10-01_自律即自爱.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-076","完整副本/深度卡/topics/T10-02_反脆弱.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-077","完整副本/深度卡/topics/T10-03_复杂系统的问题解决.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-078","完整副本/深度卡/topics/T2-01_肥胖的真凶是胰岛素.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-079","完整副本/深度卡/topics/T2-01_胰岛素真相.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-080","完整副本/深度卡/topics/T2-02_代谢灵活性.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-081","完整副本/深度卡/topics/T2-03_生酮饮食的真相.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-082","完整副本/深度卡/topics/T3-01_你不是意志力薄弱.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-083","完整副本/深度卡/topics/T3-02_焦虑公式.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-084","完整副本/深度卡/topics/T3-02_焦虑数学公式.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-085","完整副本/深度卡/topics/T3-03_元认知超能力.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-086","完整副本/深度卡/topics/T3-04_第一性原理.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-087","完整副本/深度卡/topics/T3-05_认知卸载的危险.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-088","完整副本/深度卡/topics/T3-06_信息节食.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-089","完整副本/深度卡/topics/T4-01_8020法则.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-090","完整副本/深度卡/topics/T4-02_DEAL模型.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-091","完整副本/深度卡/topics/T4-03_最小可行性习惯.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-092","完整副本/深度卡/topics/T5-01_资产vs负债.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-093","完整副本/深度卡/topics/T5-02_复利思维.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-094","完整副本/深度卡/topics/T5-02_复利哲学.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-095","完整副本/深度卡/topics/T5-03_价值投资.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-096","完整副本/深度卡/topics/T5-04_资产定义权.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-097","完整副本/深度卡/topics/T5-05_被动收入的四种模式.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-098","完整副本/深度卡/topics/T6-01_权力的信息论.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-099","完整副本/深度卡/topics/T6-02_衰退生存.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-100","完整副本/深度卡/topics/T6-03_大明王朝1566.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-101","完整副本/深度卡/topics/T6-04_制度成本的隐性分配.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-102","完整副本/深度卡/topics/T7-01_依恋理论.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-103","完整副本/深度卡/topics/T7-02_爱的八次约会.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-104","完整副本/深度卡/topics/T7-03_爱的五种语言.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-105","完整副本/深度卡/topics/T7-04_成年人的友谊退化.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-106","完整副本/深度卡/topics/T8-01_流量本质.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-107","完整副本/深度卡/topics/T8-02_一人企业.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-108","完整副本/深度卡/topics/T8-03_HKR内容公式.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-109","完整副本/深度卡/topics/T8-04_平台依赖症.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-110","完整副本/深度卡/topics/T9-01_中医系统论.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-111","完整副本/深度卡/topics/T9-02_气血津液.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-112","完整副本/深度卡/topics/T9-03_中西医的认知鸿沟.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-113","完整副本/已发布分析/DBS_0_TO_1_PATH_2026-06-11.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-114","完整副本/已发布分析/DBS_ACTION_BARRIERS.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-115","完整副本/已发布分析/DBS_CONTENT_FULL_DIAGNOSIS.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-116","完整副本/已发布分析/DBS_DECISION_MATRIX.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-117","完整副本/已发布分析/DBS_DEEP_ANALYSIS_2026-06-11.md","未分类素材","待补","候选","脚本生成，待人工确认"
"SRC-MISC-118","完整副本/已发布分析/DBS_DIAGNOSIS_MONETIZATION.md","未分类素材","待补","候选","脚本生成，待人工确认"
