"file","area","chars","wikilinks","unresolved_wikilinks","placeholder_hits","generic_template_hits","mojibake_hits","source_signal","recommended_disposition","decision"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文73-代谢综合征不是一种病.md","legacy","1045","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文74-中医的'治未病'与现代预防医学.md","legacy","1074","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文75-肠道是人体的第二大脑.md","legacy","1011","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/health/长文85-21岁的身体是一笔复利投资.md","legacy","1064","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文09-日本失落的三十年.md","legacy","1591","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文10-大明王朝的现代启示录.md","legacy","1558","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文38-历史周期律的个人启示.md","legacy","1232","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文52-权力的本质是信息不对称.md","legacy","1436","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文53-衰退期的三条生存法则.md","legacy","1448","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文54-历史不会重复但总在押韵.md","legacy","1331","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文55-权力的四种形态.md","legacy","1326","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/history-society/长文99-赫拉利的共同想象：人类如何被虚构统治.md","legacy","1157","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文31-低碳水的科学争议与共识_plain.md","legacy","713","0","0","1","0","40","True","delete-candidate-corrupted","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文43-穷爸爸富爸爸_两个爸爸的教育启示_plain.md","legacy","699","0","0","1","0","30","True","delete-candidate-corrupted","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文85-21岁的身体是一笔复利投资_plain.md","legacy","741","0","0","1","0","29","True","delete-candidate-corrupted","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文92-马斯克五步算法：删减比增加难100倍_plain.md","legacy","743","0","0","1","0","32","True","delete-candidate-corrupted","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文100-达利欧的机器视角：把自己当成系统来优化.md","legacy","1005","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文11-每周工作4小时的真正含义.md","legacy","1527","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文21-忙碌的麻醉作用.md","legacy","1348","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文41-深度工作的保护与恢复.md","legacy","1437","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文51-如何用AI打造个人效率系统.md","legacy","1168","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文60-忙碌不等于高效.md","legacy","1133","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文61-DEAL模型：新富足的四步法.md","legacy","944","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文62-最小可行性习惯.md","legacy","975","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文63-AI时代的新生产力范式.md","legacy","802","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文96-恐惧设定：费里斯的斯多葛决策法.md","legacy","746","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文08-自律即自爱.md","legacy","1671","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文26-少有人走的路_四条纪律深度解读.md","legacy","1454","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文36-做个皮实的人_抗压能力训练.md","legacy","1161","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文50-心智成熟的四个阶段.md","legacy","1176","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文57-焦虑的数学公式.md","legacy","655","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文58-真正的自律是自爱.md","legacy","506","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文59-你不是你的想法.md","legacy","798","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文94-人类误判心理学的25个Bug.md","legacy","688","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/publishing/pre-flight/PRE_PUBLISH_CHECKLIST.md","legacy","3851","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文06-依恋理论.md","legacy","1590","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文20-冲突不是关系的杀手.md","legacy","1399","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文33-反依赖_表面独立内心恐惧.md","legacy","1403","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文44-爱的八次约会_终极关系体检.md","legacy","692","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文64-反依赖：亲密关系中最隐蔽的防御.md","legacy","719","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文65-爱的八次关键对话.md","legacy","808","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文66-爱是能力不是感觉.md","legacy","761","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文67-冲突是关系的免疫系统.md","legacy","564","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文05-流量本质.md","legacy","1636","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文14-AI时代的一人企业.md","legacy","1747","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文27-内容创作的100篇定律.md","legacy","1734","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文35-Purpose_Profit解读.md","legacy","1319","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文49-个人IP的底层逻辑.md","legacy","1171","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文68-你的知识就是产品.md","legacy","1132","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文69-个人IP的底层逻辑.md","legacy","912","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文70-内容创作的HKR公式.md","legacy","847","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文71-AI时代的创作者优势.md","legacy","915","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文86-1288元买到的七条人生底线.md","legacy","1301","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文87-Dan Koe个人资产飞轮.md","legacy","1065","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文95-Sam Altman的指数增长思维.md","legacy","1089","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文97-Paul Graham的创造者手艺哲学.md","legacy","1088","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/visual-assets/COVER_GUIDE.md","legacy","1157","0","0","1","0","0","True","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/visual-assets/INFOGRAPHIC_SPEC.md","legacy","895","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文03-资产vs负债.md","legacy","1594","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文07-价值投资生活哲学.md","legacy","1183","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文17-数字资产的复利效应.md","legacy","1091","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文19-富爸爸的核心框架.md","legacy","970","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文25-下牌桌vs赢得多.md","legacy","964","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文30-价值心法深度解读.md","legacy","831","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文40-AI时代的资产重新定义.md","legacy","740","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文43-穷爸爸富爸爸_两个爸爸的教育启示.md","legacy","581","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文48-被动收入的四种模式.md","legacy","691","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文80-金钱的四种人格.md","legacy","662","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文81-价值投资的认知基础.md","legacy","843","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文82-财务自由的数学定义.md","legacy","603","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/wealth/长文93-巴菲特的三重安全边际.md","legacy","605","0","0","0","0","0","False","manual-source-review","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_100篇 = 10次 10篇周期 的迭代_装配稿.md","assembly","950","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_14天实验框架：Day1-3基线记录不改变只记录当前状态_装配稿.md","assembly","1078","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_2024年是我人生最灰暗的一年_装配稿.md","assembly","1010","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_31-60篇(跃升期)：质量开始明显上升_装配稿.md","assembly","1100","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_把每篇文章看作一个数字资产(WLH-003)_装配稿.md","assembly","1477","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_本文全部核心论点均来自DBS内容系统的已抽取内容单元_装配稿.md","assembly","1111","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_补充分析 2026-06-11_装配稿.md","assembly","1281","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_操作层1：把 应该 换成 值得_装配稿.md","assembly","881","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_操作层2：把 100%执行 换成 维持链条_装配稿.md","assembly","977","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_操作层3：把 结果导向 换成 身份导向_装配稿.md","assembly","945","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_常见误用：课题分离≠冷漠_装配稿.md","assembly","900","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_但 大多数人都在用 不等于 这个框架是对的_装配稿.md","assembly","1302","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_第1层(环境防御)：W73环境暴政的直接应用_装配稿.md","assembly","1062","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_第2层(时间防御)：每天固定2-3小时的 深度工作块_装配稿.md","assembly","1042","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_惦记税 是什么_装配稿.md","assembly","980","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_工具2 目的论（Teleology）_装配稿.md","assembly","999","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_公众号100篇：每篇2000-5000字深度长文_装配稿.md","assembly","974","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_恢复策略：中断后的第一篇——不要补前面的，直接写今天的_装配稿.md","assembly","1055","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_级别2：社交茧房_装配稿.md","assembly","911","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_级别3：认知茧房_装配稿.md","assembly","988","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_建造者1：算法推荐系统_装配稿.md","assembly","970","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_建造者2：你自己的认知Bug_装配稿.md","assembly","876","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_建造者3：信息不对称的系统性强化_装配稿.md","assembly","911","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_具体区分：当你在比较中感到自卑时，你的第一反应是什么_装配稿.md","assembly","1052","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_那段时间，每天靠健身抵抗抑郁_装配稿.md","assembly","964","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_内在负荷：任务本身固有的复杂度_装配稿.md","assembly","870","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_你每天损失的不是5分钟——是3.3小时的深度注意力_装配稿.md","assembly","1030","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_然后——这3件事必须在上午完成_装配稿.md","assembly","870","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_如果你的答案是 不愿意 ——明天不要增加忙碌_装配稿.md","assembly","988","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
"05-内容生产/内容体系/00-缓冲区/选题装配/2026-06-11_三个要素不需要均等_装配稿.md","assembly","840","5","5","4","2","0","False","delete-candidate-broken-generated-assembly","pending"
