"file","area","bytes","sha256","internal_exact_count","formal_match_count","formal_matches","placeholder_hits","source_signal","publish_signal","mojibake_hits","classification","recommended_disposition","decision"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D15_注意力第一资产.md","dbs-process","11077","D4C530F02ED72ABBCF6FDB1B5CA2F26AD5D5F97C70E997E73DB803C7076B9F50","1","0","","0","True","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D16_22岁试错期权_发布版.md","dbs-process","7150","675672FA0AE8CA086E48A465F7BF03F4A159DB54909CD8FEDD6314ECEF2CA3A2","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D16_22岁试错期权.md","dbs-process","10925","51D791AE5B9E3F1A0455D9BE57512A8332F304FAB45C1579CD2C15FC3C45DD68","1","0","","0","True","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D17_信息转化率.md","dbs-process","11095","6CFD65283528D3497E25F7D3C5F0556D04FD8D1C97D1D289DDE7D9ABEE59F3C7","1","0","","0","True","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D18_知道验证的鸿沟.md","dbs-process","10597","32088B368A82A8E9CAA82602548A74748D3BC9C0E40F117885F0B0289871E159","1","0","","0","True","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D19_环境暴政.md","dbs-process","10843","4451CD36EB706F8B537B4BB6E921AAB27EDF6E83ECA9A1F547CAB3959DDF42D3","1","0","","0","True","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D20_连续天数.md","dbs-process","9988","AD6F3A55B6E9437BF42DD9FE4C4B34D21531DE5728D8FBD9ADEB54F6D04B4B10","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D21_形象杠杆.md","dbs-process","9485","5EB93F2E7FAD43017AF788B224BBBBA74723066B44077EA6B6683C4A7E1C5548","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D22_拖延的三种类型.md","dbs-process","9708","43E2F78308996E12DE1DBD70B072CAFDCCC3ED8EEF85EC1582653CDF3CCF5EE7","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D23_情绪是数据.md","dbs-process","9899","66DC4D6B12EE4F2DCEBD9E1CD6595ED12C8F248085F1293741D2EE61989E5BED","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D24_反脆弱未来.md","dbs-process","9872","724301FB1E710BB4AA2908327EAB2167E34A55932947CE24852AD7BA0E45C236","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D25_自律即自爱.md","dbs-process","9842","5CCFF4350960D7BBE42BD1724CD785CD08C32EE99A430757F0C8AE754D12360B","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D26_焦虑公式.md","dbs-process","9859","309D765346834BB66F9519E992A6C56BE11AEAE192ABB1EE7866E1A7BC4BDA50","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D27_元认知训练.md","dbs-process","9786","4AAF9308294BB2EBA42F52CC369432F742BBD399EF6505C9E0866E2A82DD4F39","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D28_注意力管理.md","dbs-process","9610","779D2F006E21294A7101FCA94ED1CD7F38DE541A8D90B45D51FE1424A0370F0D","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D29_依恋可改变.md","dbs-process","9703","3E7EF2C2BC5D74BB1FBA2AA65CF5D7CE18E1C1AC3C349F87113767AD16E7BED4","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D30_历史的教训.md","dbs-process","9533","28FEE9BEA6199C0B727A4784D3DCDC170446584F74EE0562A5925848811824FF","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D31_信息茧房.md","dbs-process","10087","C4FD0B6DA0E1164096ED9EF8D16250B986E95144BC36E68F0E0C4D4438151546","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D32_延迟满足.md","dbs-process","9676","20BBC589663B56EF99E6DFFB37A0DF0D1EE0A7A66F00254256B2858AE62319D1","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D33_社交媒体税.md","dbs-process","9483","9C64E54118EA6E8729CBD41A17817DBB780A7AB48A8BB37B2A09F4E20964A192","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D34_知识转化率.md","dbs-process","10046","3B27C48E49F1AAD0497F18B7BCA69551D0727B66C65907BFCC1A2A23CF43A729","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D35_环境设计.md","dbs-process","9297","F28BB8F973B629F4266C87B1A09F2123BB67A6502125AF4D961F66133A3BA610","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D36_个人IP本质.md","dbs-process","9851","520AAA111643BC828A91BEC2563E8DF08EA8285F0F4B61EC5ABBE9303EEBAE12","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D37_创作系统进化.md","dbs-process","9603","6507D97A22D9B0B381E7808B57337FDF2A3922B77818D2CCFD7DDDA1E4EDE2B9","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D38_深度工作.md","dbs-process","9609","7B21A3FA3B9B77C495B0D3E32A72147E995E697809E2416C46587E4B22CD20E2","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D39_决策质量.md","dbs-process","9846","A7C5952EA94998144086595449ACC3C9BBCF485CE882D5D4118A16E79B9A6BDB","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D40_终身学习.md","dbs-process","9807","44D88A70D2EFC57620642C5CF591402D1F91FFF4CE2A4D8204B90D7937E58437","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D41_概念解剖.md","dbs-process","9293","BB0EE51ADA07DFA34C2260AFBF6BBFB59D2C3FEDDD85E9AAAEFDF7218B440D21","1","0","","1","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D42_写作与思考.md","dbs-process","9651","1AFE20FD99EAB0F7FEB537F18346EA545A6D0DBD02777D6CCB889C8FD367D3CF","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D43_数字极简.md","dbs-process","9547","FEE962BFC6788D9B02F7B6F340F946C68B4DD9B95133F6E580E65749F931D331","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D44_复利暗面.md","dbs-process","9658","B5922D70B25D89F3B5ADD84308E3DC996B3C74D436AF47F20DC8CD744886552C","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D45_关系权力.md","dbs-process","9460","393FAAA5B970B26609F43E8DE47F813AD25502E58EB6E6D0DCC7199723BDAD8D","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D46_创作者经济学.md","dbs-process","9709","595C62AC36D2B45048650B4C047C7D373CBF83637A89151C3ABE47194CF6D71C","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D47_睡眠与认知.md","dbs-process","9833","3798D006DB267DCF15CA61FE55F3CEFE3B0C8261340C69C65B84E5448383BA45","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D48_失败的科学.md","dbs-process","9344","5E37EEC1FB19980A8DB47DC71F29AB40BA1737FB07ABAA2987419BEE82972960","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D49_知识管理vs应用.md","dbs-process","9312","0EA45CB7F5F5448B335F6182D2903BCA3451C54011D145B6B2FACB63AE8F7B8D","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D50_个人系统升级.md","dbs-process","9616","139EC9F0D7168322A514ECBAB473BED13E30F85F454BB53ABEE0E421BA00A7BD","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D51_阅人术.md","dbs-process","9139","28DA0B3AB1C4950EC12B27FE585F5B51683453F00246D8B3EBE4CAAAC09F3F34","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D52_谈判框架.md","dbs-process","7924","D3F986222170D78EFD5B8836D7C1B588D44E53C8E7A3ED1B45FA228B1FB7397A","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D53_独处价值.md","dbs-process","8446","19006E4A099740FB6E3A31A22F944B562C1218BC04A0634FF9B61616E1F84171","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D54_阅读方法论.md","dbs-process","6883","787129FBEE513234246F16F70E21DD2BEC30D9E80FEC27D06BD443FC8A809371","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D55_身体与思维.md","dbs-process","6575","3935B43A04F1BD489ED32F4D30A7A925D54CC5557B7DFBFE005E8DE9368C8613","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D56_运气与努力.md","dbs-process","6160","BA90B7D3B8A19976492FB696FC0B20B705C49F4E4A5DACECABE5BEEF6DDAD110","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D57_影响力原理.md","dbs-process","8895","E0D2864C4AB67E5632000F925F4F7D056945052EE2F46124E438ECECBB9BC07B","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D58_提问的艺术.md","dbs-process","8964","4CC4C1CEC19B2C9F7DCC0A852063E17A60076CF4805C2201FB3267C8A04891F1","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D59_自我叙事.md","dbs-process","8293","C79A192A57E9F3077229A50463608BCCB672D02C0805137978FB249C6493157B","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D60_从0到1.md","dbs-process","9023","D0A9EDE66BA4F89C40F39D9884FA8D6AA15437E8AADD429DA7394D4E89637DD0","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D61_选择悖论.md","dbs-process","8913","6832463B7CA8CA849B7085E8039E73A98202951D2AD340BB2F3582A2978A8D12","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D62_完美主义.md","dbs-process","6279","557C9586D94B2EFCF350D9216868B789F32CF4BA424CD33E72B3D3320B54793D","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D63_习惯神经科学.md","dbs-process","6743","EA88718113192D281E709E5068F49ACC85F8B8B6ABCFDE1347E7C316EA8BF9A3","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D64_导师与自学.md","dbs-process","9152","0FD1647E2D1F7F24286A93B8667DCF5501A4C69D78DA1932D409A57D7B819BB5","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D65_金钱心理学.md","dbs-process","8333","084D7B8655F5A0296AD438A7DF52B0F0474A02B5DC5318BF11F213104D453FDB","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D66_熵与秩序.md","dbs-process","6331","7315BF4229DDA16139295AD493C4431191AA5874DAF25A42A802B990CB4D44F1","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D67_FOMO与JOMO.md","dbs-process","6723","6AE5F90D08E5667CA7915D049C932318B3548187F8378A00A1E07427E5273BA9","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D68_边界设定.md","dbs-process","7165","DE55A7F098BC00146A4554E74C71A46E51AF7AB0C00F64565075C1562CAED485","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D69_创造力的日常.md","dbs-process","6937","89656B49530FA80796B16BFBA184733CE11B9146CB7D7911A0164E01865C32BD","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D70_脆弱的力量.md","dbs-process","6901","E6384A3790D65B59ECDC595454665AB32148D5A2A463D28F172495F68F7608A0","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D71_时间的感知.md","dbs-process","7208","A4DCD697DFC124BA178E07852D2999B1589DB4B62E08569FA919C1004EB4F947","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D72_社交资本.md","dbs-process","6692","6DE9E6E867AF6BC38F3DEF6931E37F77CDB652459894C7ABE5BCFBA27B01B5BD","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D73_身份与标签.md","dbs-process","6996","59FC85AA818C30FE6636193D4D385393532C3673413EF8C8EA68B2525CA59688","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D74_反馈的勇气.md","dbs-process","6895","96008CB8821B5C6C03D68F2EEC2C95C4FDFBD3FB592B6C7CB9A05F44533EEEC5","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D75_输出驱动学习.md","dbs-process","8395","F637F2683352A28D4ADC5DBB742190ED2D9B2FE688A591283D7663FBBD97B68D","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D76_认知卸载.md","dbs-process","9611","E9F67EB4ADA21B04A8EB731959C7F827F588F1EFF5FFC3970C311127E27B8957","1","0","","0","True","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D77_动机的科学.md","dbs-process","6712","D862DF453C11D5B694D8D76374A1D5400AA139FC71353060113A47D510585408","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D78_感恩的科学.md","dbs-process","8104","535F00C7F6F614AC3BFD69EEA773F6D6BA41597BCCA8802B334B6BC4E1CFA29D","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D79_故事的力量.md","dbs-process","7790","CC907BFA95346FCB477377E9FB1E171F7DE21592952596D8CE2929C0769AD570","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D80_反依赖与亲密恐惧.md","dbs-process","7881","16E6DB0461AE4119A7F7348816DE75960F96DAFE551FEF9F17FB5839B5CD1334","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D81_形象管理ROI科学.md","dbs-process","7216","C0C1409B89E531AAD5DF0047BD0877A4D6C70376C0F40605BED9ECF71F0186E5","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D82_代际错位.md","dbs-process","7053","3F067D99F21FDC8BBFF72AFC45FA87FE77878CB9E450AB15E5959993BB2A552F","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D83_负循环破解.md","dbs-process","6373","27657AA03D4D79F42E8E6FF3A70C00EAFAEE340A19D4481019369DF6C0B0991A","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
"08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/_dbs/D84_P0单一主线.md","dbs-process","9002","79012255B922C0015F3A7AF6156F052C8E2006D1EF5E445A30731F1358A2526D","1","0","","0","False","False","0","process-output","delete-or-archive-process-output","pending"
