"buffer","file","owner","last_write","age_days","status","disposition","promote_to","review_by"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/initial-mobile-390x844.png","possibility-debt","2026-07-13 12:50:22","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v0-collector-end.png","possibility-debt","2026-07-12 16:10:00","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v0-conservative-end.png","possibility-debt","2026-07-12 16:10:11","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v0-explorer-end.png","possibility-debt","2026-07-12 16:10:24","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v0-focus-end.png","possibility-debt","2026-07-12 16:10:06","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v0-learned-best-end.png","possibility-debt","2026-07-12 16:10:40","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v1-collector-end.png","possibility-debt","2026-07-13 12:33:17","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v1-conservative-end.png","possibility-debt","2026-07-13 12:33:26","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v1-explorer-end.png","possibility-debt","2026-07-13 12:33:34","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v1-focus-end.png","possibility-debt","2026-07-13 12:33:21","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/v1-learned-best-end.png","possibility-debt","2026-07-13 12:33:43","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/SCREENSHOTS/visual-report.json","possibility-debt","2026-07-13 12:50:25","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v0-adaptive.json","possibility-debt","2026-07-12 17:19:39","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v0-collector.json","possibility-debt","2026-07-12 17:19:39","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v0-conservative.json","possibility-debt","2026-07-12 17:19:39","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v0-focus.json","possibility-debt","2026-07-12 17:19:39","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v0-random.json","possibility-debt","2026-07-12 17:19:39","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v0-switcher.json","possibility-debt","2026-07-12 17:19:39","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v1-adaptive.json","possibility-debt","2026-07-13 12:30:07","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v1-collector.json","possibility-debt","2026-07-13 12:30:07","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v1-conservative.json","possibility-debt","2026-07-13 12:30:07","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v1-focus.json","possibility-debt","2026-07-13 12:30:07","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v1-random.json","possibility-debt","2026-07-13 12:30:07","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/game-v1-switcher.json","possibility-debt","2026-07-13 12:30:07","2","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-loom-adaptive-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-loom-collector-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-loom-conservative-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-loom-focus-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-loom-random-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-loom-switcher-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-workshop-adaptive-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-workshop-collector-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-workshop-conservative-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-workshop-random-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v0-workshop-switcher-sample.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-loom-adaptive-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-loom-collector-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-loom-conservative-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-loom-focus-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-loom-random-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-loom-switcher-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-workshop-adaptive-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-workshop-collector-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-workshop-conservative-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-workshop-focus-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-workshop-random-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-logs/v1-workshop-switcher-sample.json","possibility-debt","2026-07-12 15:26:35","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-results/candidate-summary-v0.csv","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-results/candidate-summary-v0.json","possibility-debt","2026-07-12 15:26:09","3","current-review","pending","","2026-08-14"
"01-项目/possibility-debt/00-缓冲区","01-项目/possibility-debt/00-缓冲区/simulation-results/game-summary-v0.csv","possibility-debt","2026-07-12 17:19:39","3","current-review","pending","","2026-08-14"
