"file","bytes","sha256","internal_exact_count","formal_match_count","formal_matches","classification","recommended_disposition","decision"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文31-低碳水的科学争议与共识_plain.md","1881","1C2D8CB54B16C4D65927C006A3CB9C5048008EFC27D10B5C85088F6776D7A68C","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文43-穷爸爸富爸爸_两个爸爸的教育启示_plain.md","1742","C20D78725B57CD969C01502127396EC8BFE979BAAA60A611D7D4F4A89A3A3EED","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文85-21岁的身体是一笔复利投资_plain.md","1825","34F282EB289B7843A2FBCD4F62D8E77791B8CBF1056A252D406E790468037E57","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/plain/长文92-马斯克五步算法：删减比增加难100倍_plain.md","1915","3DC2E49E119EEBD9A59EAB637BAA0B5C4D298682AB9490CBD793395EACF5D5AF","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文100-达利欧的机器视角：把自己当成系统来优化.md","2708","096BFDA1CFA67FFA0DC4E53B68F81AC2A3D430D11920572556116532A1217ECD","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文11-每周工作4小时的真正含义.md","4110","79CE44D7BB7EE9AE8770D64692804726C288FDD04169D73618B7E0D39395750E","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文21-忙碌的麻醉作用.md","3704","1088E6A435F2CA64F478E081FF9B49A37A0C1789FBEC115973AA201FC3096DE9","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文41-深度工作的保护与恢复.md","3915","DAE6D0FBFB84DC2E6B60584765C9E008B6E10320D7151065BA21DA5D26C9AA90","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文51-如何用AI打造个人效率系统.md","3060","4516C14B2DAC32CCCC4C36D066E6C23038D3C5FE35E06703FCEADD39A9724DC9","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文60-忙碌不等于高效.md","3092","FB599CC4566122D86EE0A393A3D7222409059932AFD2C85EC6D84FEBFD6B4AA2","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文61-DEAL模型：新富足的四步法.md","2465","079C961B6156C6D0F7629A2E5C3156C257BC62195E38E2FCFB8DD268C6F0DBB0","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文62-最小可行性习惯.md","2743","D4C8910E6B487F04D937D417867DBD327230683AB5570E662ACDA97F35EFC111","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文63-AI时代的新生产力范式.md","2144","1D064A3D08D892F04D23840CABEC42900C984B4C6FBD891C30E4671EAB1A88F0","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/productivity/长文96-恐惧设定：费里斯的斯多葛决策法.md","2085","80DD0700A2396B8EB98BD38E925C31F66C5712B8EFDFDAD38E8AA61267117897","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文08-自律即自爱.md","4632","68526C9A803C2282D3C67C4729DC628DA9541CE7EEAE4099002A2918F13D647D","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文26-少有人走的路_四条纪律深度解读.md","4019","DAB3DB16A5F05E3C47BC191037FB9C8218822E882A8A6DE02B9483D21A9FF4D6","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文36-做个皮实的人_抗压能力训练.md","3177","040562A1B279C32004B1B65C0CD6A4986A0AA0611C1EEF83E17E58DAEEB376CB","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文50-心智成熟的四个阶段.md","3189","2E955D3561CA2493454FC6CF8CBA20BD550C4DAF8879151EA0CD4C1F50114234","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文57-焦虑的数学公式.md","1777","F6084CBB86A48E429C6F8504C10F02DBB0AE7734578957566AF4F7E983F1B64A","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文58-真正的自律是自爱.md","1386","FE776136A2D2B01B6F4FA012BA7635B0335C84B8A42AAEAA577161C7B9BF87E3","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文59-你不是你的想法.md","2238","059404688736D3897D30046CED5E8E2B63B9F9ED4149E7B0EB0A83F97E924B88","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/psychology/长文94-人类误判心理学的25个Bug.md","1813","CEDFD496D7075ED0373104FDD07103047A09AFD3F85DEDF5FEDE4FC35E1A426B","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/publishing/pre-flight/PRE_PUBLISH_CHECKLIST.md","7721","9A8B205235FD2ADF3C1ABEB34394D71FF456E381A9D62E490994E84A569868D8","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文06-依恋理论.md","4414","5D7D7EC38B28DDD89C63282FD02393C1DCA65B9F5BBD20CDC5A7F575D1D236A1","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文20-冲突不是关系的杀手.md","3875","9C6A03E0D057921B8B063B4B7DFB248279AB1377A531B13F2A8A3A9AD1440E27","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文33-反依赖_表面独立内心恐惧.md","3897","5908A3069D56965CFC4A03118182F402DA8360D8FFAD7CC53B4AE1E779C55CDF","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文44-爱的八次约会_终极关系体检.md","1946","0CD7863D3DECFF4215D7D199F8B210FC0A1F420CFDF5ABA01D3EE6FB0309534B","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文64-反依赖：亲密关系中最隐蔽的防御.md","1997","5FE1AEF6DC4E1F9C36F5D87858F444ECC91075EC458903ABA525A864E7180D6A","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文65-爱的八次关键对话.md","2262","C23F869AD994D620CF5FB7DCF8589B725E2EA3021761BA50867F0EC2A7C86F0F","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文66-爱是能力不是感觉.md","2123","268A5D516581868894B3E1D16218F2F1F7C699BD7409E61F8CC55BF8DB677E82","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/relationship/长文67-冲突是关系的免疫系统.md","1566","4E783B10481DB6CCC550141AD4F8E9A128AE1B292311B7678883E20DE29F9D25","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文05-流量本质.md","4442","5B654CE36DD009F2BC009A47B6165486B360971FAC052E1B063F6FB0AD846C11","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文14-AI时代的一人企业.md","4657","D8A0422A4915337322A4D637F522CEAA748D8B205554BB22F20210AD4361FF1C","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文27-内容创作的100篇定律.md","4656","D4E36214EA9AE2E32DFA7D46C803C6C9289D4650CE9271FEC169FB936EEBDC68","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文35-Purpose_Profit解读.md","3501","B25E7F829C956363E85A2FA3A3AF9EDB27D12C9FA6C3874063D2CB928CA16BC0","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文49-个人IP的底层逻辑.md","3131","4402A6A8B3306052415A10D4BFE9D13F7325E01FD54CE95449639B59B6DB853D","1","0","","unique-buffer-content","manual-content-review","pending"
"05-内容生产/内容体系/00-缓冲区/legacy-content-creation/self-media/长文68-你的知识就是产品.md","2920","1C84CF48B9F10F794078D4A53763FD3C2AF40EA8274DBB88B80D895B675BAEF9","1","0","","unique-buffer-content","manual-content-review","pending"
