"source_path","archive_path","bytes","sha256","decision"
"08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/11-AI不是替代你.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/11-AI不是替代你.md","12999","9F22A617F28955DFDD4C37E336A0F9D0FC78A47567B3457D703A2C87831DB806","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/12-AI内容系统.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/12-AI内容系统.md","12577","4C3D7B924BE66FCF9DC3A4D2BEA973A336EF849CC1261FBBD45EDD6DC3881FF0","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/13-定价.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/13-定价.md","11146","0EA48BC25AE28DCFEF9C3A71C129FD09D226EC7AE71313956A7982E3AD037C2D","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/14-一人公司.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/14-一人公司.md","12615","4E30B74D1978486D2959FE20596996851E689231C1CCF163CF97DD644E15DD8B","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/15-慢就是快.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/15-慢就是快.md","10369","E5FD313C6AFB4A674CCC0414A728C69A790FA36EC39306441A47AE4373803DC5","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/16-别想太多开始干.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/dontbesilent之书/chapters/16-别想太多开始干.md","5841","D430FC37F7E64EDA01177158AC45B52D3304F0904704B7A1A1522337790F290E","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/dontbesilent之书/dontbesilent之书.pdf","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/dontbesilent之书/dontbesilent之书.pdf","498598","2CE11F7B6FFD72915A5C87F92B00B6E4D388D12478D0D5FDE6494107FA618154","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/姜胡说之书.pdf","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/姜胡说之书.pdf","243234","96536BF9B500DA9D1D96DA2C5F994499F58FA3B0F7D43F15CAC5694CA500EB33","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/01-知识体系.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/01-知识体系.md","4912","D1E655912A15C09A2CE4DC4846E7E8FA736C11C3D19695CB514660BA183A971D","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/02-元认知.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/02-元认知.md","3637","1EC55832E4DE1C575CEFCDAAA21D0C087C3EBFA5744889579DD7129247FFFB2D","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/03-思维模型.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/03-思维模型.md","3286","EEDB4F8D547A185E1C7AA34CEE7C64A49CEF70083FEE1E83457CF3FAACF5D4DD","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/04-学习能力.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/04-学习能力.md","3798","E901EB4CE31CF6E2D029379F5EDD53E06C707489A39F84A581C97515A5F63C24","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/05-决策.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/05-决策.md","3756","A5AAFD2FC48D276BC1F6B8F6B613878DC3DE13F47473563917BEFEEC9D8761F0","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/06-行动力.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/06-行动力.md","2622","A1380F19C82C1F6069D044B92E76FAC83CE006804834609B01FBD6BF8A210C14","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/07-习惯系统.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/07-习惯系统.md","2397","7917650FB944AA3E734ECED6A741AE169AD704A6100F8402AE4418CE35AD40BC","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/08-内容创作.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/08-内容创作.md","2883","195BCA8EFD7E6AAAD52653F367DC18E9A021B4051890BC6677B1DFE5D30E0C9B","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/09-个人品牌.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/09-个人品牌.md","2521","4574D052E1313E604571D2EFAE112A83C64526E55F2D9491FC31C05EE096B057","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/10-用户运营.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/10-用户运营.md","2290","21E616A646E8A44DC4D19868D28BB5201F037C70B7F50B76121620AA49FCB89C","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/11-投资思维.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/11-投资思维.md","2450","F557CDCA92884F9E76E61A5DDCCEC047A17EC979D5C0344F634DC8022D44B53D","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/12-创业.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/12-创业.md","2265","DF9BB7F88158AEB93172F586C1B8935C70FA25912333FD9AC08E5D92EEEF1043","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/13-商业模式.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/13-商业模式.md","2233","91A46CCFDFF02534642551B6E00B7F6D6CD189B2E2415052E44123719C9BB438","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/14-复利思维.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/14-复利思维.md","2166","21BDEEE0D691CC28D1496D8A226A06472C3BC0D86040EB0231139CDA96216730","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/15-心态.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/15-心态.md","2189","330E40960F81771D67239451BECEB045874576CC3B0617C7931882EC65DA4F07","archive-untraceable-ai-derived-book"
"08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/16-终身成长.md","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/创作者书稿/姜胡说之书/chapters/16-终身成长.md","1821","800BB9A79FCBF00E2D1C67C05F45D27BAE7021B10C17DC93BD5FC6A2F953B713","archive-untraceable-ai-derived-book"
