"path","size_bytes","score","severity","current_status","target_status","canonical_path","action","claim_ledger","verification_status","final_path","verification_evidence","remaining_blocker","verified_at"
"01-项目/宇宙底层机制-守恒/全文合并.md","74689","20","P0","unclassified-active","archived-snapshot","01-项目/宇宙底层机制-守恒/README.md","archive-after-hash-map","01-项目/宇宙底层机制-守恒/claim-source-ledger.md","verified-archived","90-归档/历史版本/content-quality-p1-20260718/01-项目/宇宙底层机制-守恒/全文合并.md","99-系统/元数据/inventory/UNIVERSE_HYPOTHESIS_REBUILD_REPORT_2026-07-18.md","","2026-07-18"
"01-项目/宇宙底层机制-守恒/chapters/01-守恒核心模型.md","35986","32.5","P0","unclassified-active","hypothesis-chapter","01-项目/宇宙底层机制-守恒/chapters/01-守恒核心模型.md","reframe-and-source-audit","01-项目/宇宙底层机制-守恒/claim-source-ledger.md","verified-target-state","01-项目/宇宙底层机制-守恒/chapters/01-守恒核心模型.md","99-系统/元数据/inventory/UNIVERSE_HYPOTHESIS_REBUILD_REPORT_2026-07-18.md","保持可证伪假设；没有完成来源审计或实证验证","2026-07-18"
"01-项目/宇宙底层机制-守恒/chapters/02-转移机制.md","35447","35","P0","unclassified-active","hypothesis-chapter","01-项目/宇宙底层机制-守恒/chapters/02-转移机制.md","reframe-and-source-audit","01-项目/宇宙底层机制-守恒/claim-source-ledger.md","verified-target-state","01-项目/宇宙底层机制-守恒/chapters/02-转移机制.md","99-系统/元数据/inventory/UNIVERSE_HYPOTHESIS_REBUILD_REPORT_2026-07-18.md","保持可证伪假设；没有完成来源审计或实证验证","2026-07-18"
"01-项目/宇宙底层机制-守恒/chapters/03-向内求向外求.md","32842","32.5","P0","unclassified-active","research-draft","01-项目/宇宙底层机制-守恒/chapters/03-向内求向外求.md","separate-cultural-claims","01-项目/宇宙底层机制-守恒/claim-source-ledger.md","verified-target-state","01-项目/宇宙底层机制-守恒/chapters/03-向内求向外求.md","99-系统/元数据/inventory/UNIVERSE_HYPOTHESIS_REBUILD_REPORT_2026-07-18.md","保持可证伪假设；没有完成来源审计或实证验证","2026-07-18"
"01-项目/宇宙底层机制-守恒/chapters/04-补偿机制.md","26217","40","P1","unclassified-active","hypothesis-chapter","01-项目/宇宙底层机制-守恒/chapters/04-补偿机制.md","retain-action-core-and-qualify","01-项目/宇宙底层机制-守恒/claim-source-ledger.md","verified-target-state","01-项目/宇宙底层机制-守恒/chapters/04-补偿机制.md","99-系统/元数据/inventory/UNIVERSE_HYPOTHESIS_REBUILD_REPORT_2026-07-18.md","保持可证伪假设；没有完成来源审计或实证验证","2026-07-18"
"01-项目/宇宙底层机制-守恒/chapters/07-五个现象.md","28942","40","P0","unclassified-active","experiment-cards","01-项目/宇宙底层机制-守恒/chapters/07-五个现象.md","remove-harmful-advice-and-reframe","01-项目/宇宙底层机制-守恒/claim-source-ledger.md","verified-target-state","01-项目/宇宙底层机制-守恒/chapters/07-五个现象.md","99-系统/元数据/inventory/UNIVERSE_HYPOTHESIS_REBUILD_REPORT_2026-07-18.md","保持可证伪假设；没有完成来源审计或实证验证","2026-07-18"
"01-项目/game-opportunity-lab/GAME_DESIGN.md","35205","77.5","P1","active-design-contract","canonical-design-contract","01-项目/game-opportunity-lab/GAME_DESIGN.md","repair-runtime-status-drift","","machine-verified-human-playtest-pending","01-项目/game-opportunity-lab/GAME_DESIGN.md","01-项目/game-opportunity-lab/BUILD_STATUS.md","等待真实人工试玩：理解度、三关通关、手机触控、重玩意愿","2026-07-18"
"05-内容生产/方法论手册/DBS自媒体方法论终极学习手册_v2.0.md","84416","35","P1","reference-with-active-language","reference","05-内容生产/方法论手册/DBS自媒体方法论学习手册_v2.1.md","remove-active-directives","","verified-archived","90-归档/历史版本/content-quality-p0-20260718/05-内容生产/方法论手册/DBS自媒体方法论终极学习手册_v2.0.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"05-内容生产/进行中/199社群产品设计文档_v2.md","32021","25","P0","active-draft","blocked-product-hypothesis","05-内容生产/内容体系/03-处理状态/199社群验证台账.md","remove-unverified-results-and-fix-privacy","05-内容生产/内容体系/03-处理状态/199社群验证台账.md","verified-blocked-target-state","05-内容生产/进行中/199社群产品设计文档_v2.md","99-系统/元数据/inventory/CONTENT_QUALITY_P1_DISPOSITION_2026-07-18.csv","缺少真实付款、付费用户、访谈、留存、退款和收入原始记录","2026-07-18"
"05-内容生产/进行中/董辉自媒体规划指导书_v2.md","44684","60","P1","historical-plan-in-wip","archived-reference","05-内容生产/运营与发布/发布队列.md","extract-one-page-runbook","","verified-archived","90-归档/历史版本/content-quality-p1-20260718/05-内容生产/进行中/董辉自媒体规划指导书_v2.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"05-内容生产/进行中/DBS技能实战演练手册.md","34054","32.5","P1","stale-training-manual-in-wip","archived-reference",".agents/skills/dbs/SKILL.md","label-simulations-and-merge-unique-material","","verified-archived","90-归档/历史版本/content-quality-p1-20260718/05-内容生产/进行中/DBS技能实战演练手册.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"05-内容生产/内容体系/05-主题地图/综合.md","33647","15","P0","broken-active-map","rebuilt-canonical-map","05-内容生产/内容体系/05-主题地图/综合.md","archive-and-rebuild","99-系统/元数据/inventory/THEME_MAP_REBUILD_REPORT_2026-07-17.md","verified-target-state","05-内容生产/内容体系/05-主题地图/综合.md","99-系统/元数据/inventory/LEGACY_THEME_MAP_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"05-内容生产/选题管理/30天选题池_第2期.md","25880","17.5","P0","stale-generated-pool","archived-historical-proposal","05-内容生产/选题管理/00-选题记录.md","extract-real-question-seeds-and-archive","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","verified-archived","90-归档/历史版本/content-quality-p0-20260718/05-内容生产/选题管理/30天选题池_第2期.md","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","","2026-07-18"
"05-内容生产/选题管理/30天选题池_第3期.md","33068","12.5","P0","stale-generated-pool","archived-historical-proposal","05-内容生产/选题管理/00-选题记录.md","extract-real-question-seeds-and-archive","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","verified-archived","90-归档/历史版本/content-quality-p0-20260718/05-内容生产/选题管理/30天选题池_第3期.md","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","","2026-07-18"
"05-内容生产/选题管理/30天选题池_第4期.md","33872","7.5","P0","stale-generated-pool","archived-historical-proposal","05-内容生产/选题管理/00-选题记录.md","archive-corrupt-and-unverified-pool","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","verified-archived","90-归档/历史版本/content-quality-p0-20260718/05-内容生产/选题管理/30天选题池_第4期.md","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","","2026-07-18"
"05-内容生产/选题管理/董辉自媒体90天规划指导书.md","23302","27.5","P0","historical-plan-presented-as-active","archived-historical-proposal","05-内容生产/运营与发布/发布队列.md","archive-after-hash-map","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","verified-archived","90-归档/历史版本/content-quality-p0-20260718/05-内容生产/选题管理/董辉自媒体90天规划指导书.md","99-系统/元数据/inventory/TOPIC_POOL_ARCHIVE_MAP_2026-07-17.md","","2026-07-18"
"01-项目/知行转化研究/content-universe/02-topic-bank.md","25060","82.5","NONE","active-research-asset","retained-research-asset","01-项目/知行转化研究/content-universe/02-topic-bank.md","retain-and-register","01-项目/知行转化研究/research/10-meta-system-claim-source-ledger.md","verified-target-state","01-项目/知行转化研究/content-universe/02-topic-bank.md","01-项目/知行转化研究/README.md","","2026-07-18"
"01-项目/知行转化研究/flagship/人生操作系统-v4-01-元系统-证据版.md","20507","87.5","NONE","active-research-asset","retained-evidence-edition","01-项目/知行转化研究/flagship/人生操作系统-v4-01-元系统-证据版.md","retain-and-register","01-项目/知行转化研究/research/10-meta-system-claim-source-ledger.md","verified-target-state","01-项目/知行转化研究/flagship/人生操作系统-v4-01-元系统-证据版.md","01-项目/知行转化研究/README.md","","2026-07-18"
"01-项目/知行转化研究/flagship/book-is-not-action-system-v2.md","39678","92.5","NONE","active-research-asset","retained-flagship","01-项目/知行转化研究/flagship/book-is-not-action-system-v2.md","retain","01-项目/知行转化研究/research/10-meta-system-claim-source-ledger.md","verified-target-state","01-项目/知行转化研究/flagship/book-is-not-action-system-v2.md","01-项目/知行转化研究/README.md","","2026-07-18"
"01-项目/知行转化研究/research/10-meta-system-claim-source-ledger.md","21346","95","NONE","active-evidence-ledger","canonical-evidence-ledger","01-项目/知行转化研究/research/10-meta-system-claim-source-ledger.md","retain-and-link","01-项目/知行转化研究/research/10-meta-system-claim-source-ledger.md","verified-target-state","01-项目/知行转化研究/research/10-meta-system-claim-source-ledger.md","01-项目/知行转化研究/README.md","","2026-07-18"
"08-媒体与产品/媒体/flagship/book-of-life-answers/CH02_ANTIFRAGILE_PSYCHE.md","22587","40","P1","legacy-media-chapter","archived-after-extraction","08-媒体与产品/媒体/flagship/book-v8/","audit-claims-and-extract-unique-content","99-系统/元数据/inventory/BOOK_OF_LIFE_ANSWERS_CLAIM_LEDGER_2026-07-17.csv","verified-archived","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/flagship/book-of-life-answers/CH02_ANTIFRAGILE_PSYCHE.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"08-媒体与产品/媒体/flagship/book-of-life-answers/CH04_WEALTH_AI_ERA.md","21568","35","P1","legacy-media-chapter","archived-after-extraction","08-媒体与产品/媒体/flagship/book-v8/","audit-claims-and-extract-unique-content","99-系统/元数据/inventory/BOOK_OF_LIFE_ANSWERS_CLAIM_LEDGER_2026-07-17.csv","verified-archived","90-归档/历史版本/content-quality-p1-20260718/08-媒体与产品/媒体/flagship/book-of-life-answers/CH04_WEALTH_AI_ERA.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"99-系统/元数据/prompts/知识库内容质量外科医生_专属优化提示词_v2.md","23795","30","P0","legacy-prompt-with-secrets","sanitized-archive","99-系统/元数据/prompts/CONTENT_QUALITY_SURGEON.md","redact-secrets-and-archive","99-系统/元数据/inventory/CREDENTIAL_ROTATION_RECORD_2026-07-17.md","verified-archived","90-归档/历史版本/content-quality-p1-20260718/99-系统/元数据/prompts/知识库内容质量外科医生_专属优化提示词_v2.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"99-系统/元数据/prompts/知识库内容质量外科医生_专属优化提示词_v3.md","20233","27.5","P0","legacy-prompt-with-secrets","sanitized-archive","99-系统/元数据/prompts/CONTENT_QUALITY_SURGEON.md","redact-secrets-and-archive","99-系统/元数据/inventory/CREDENTIAL_ROTATION_RECORD_2026-07-17.md","verified-archived","90-归档/历史版本/content-quality-p1-20260718/99-系统/元数据/prompts/知识库内容质量外科医生_专属优化提示词_v3.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"99-系统/元数据/prompts/知识库内容质量外科医生_专属优化提示词_v4.md","24905","32.5","P1","legacy-prompt-candidate","source-for-new-canonical","99-系统/元数据/prompts/CONTENT_QUALITY_SURGEON.md","extract-current-safe-rules","","verified-archived","90-归档/历史版本/content-quality-p1-20260718/99-系统/元数据/prompts/知识库内容质量外科医生_专属优化提示词_v4.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"99-系统/元数据/prompts/PROMPT_CONTENT_SURGEON_v2_DONGHUI.md","25029","32.5","P0","legacy-prompt-with-secrets","sanitized-archive","99-系统/元数据/prompts/CONTENT_QUALITY_SURGEON.md","redact-secrets-and-archive","99-系统/元数据/inventory/CREDENTIAL_ROTATION_RECORD_2026-07-17.md","verified-archived","90-归档/历史版本/content-quality-p1-20260718/99-系统/元数据/prompts/PROMPT_CONTENT_SURGEON_v2_DONGHUI.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"99-系统/元数据/SKILL_CREATION_LEARNING_NOTES.md","45009","45","P1","legacy-learning-notes","archived-after-extraction","99-系统/元数据/skills-quick-reference.md","repair-format-extract-methods-archive","","verified-archived","90-归档/历史版本/content-quality-p1-20260718/99-系统/元数据/SKILL_CREATION_LEARNING_NOTES.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
"99-系统/元数据/skills-quick-reference.md","38418","72.5","P1","manually-maintained-reference","generated-reference","99-系统/元数据/skills-quick-reference.md","regenerate-from-actual-skill-inventory","","verified-target-state","99-系统/元数据/skills-quick-reference.md","99-系统/元数据/inventory/TASK9_LEGACY_CONTENT_ARCHIVE_MAP_2026-07-18.md","","2026-07-18"
