"claim_id","path","line","claim_text","domain","risk","source_type","source_location","scope","status","decision"
"MC-0033","01-项目/meta-abilities/自学.md","310","选一个你一直想学但觉得""没时间""的领域。不是""每天学一小时""——是从元学习开始：花一周研究这个领域最有效的三个人是怎么学的。设计自己的学习路径。然后花两周按问题链探索——不按课表。然后一周合成+费曼输出。四周完成一个最小闭环。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0034","01-项目/meta-abilities/自学.md","332","| L1 | 元学习 | 接触新领域前花10%时间研究怎么学 |","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0035","01-项目/meta-abilities/自学.md","333","| L2 | 边缘驻留 | 90%学习时间在舒适区边缘那道缝里 |","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0036","01-项目/meta-abilities/自学.md","338","| L7 | 专注-发散 | 每25分钟专注+5分钟发散切换 |","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0037","01-项目/meta-abilities/自学.md","339","| L8 | 深度保护 | 每天2小时深度时间块（手机关机/电脑断网） |","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0038","01-项目/meta-abilities/自学.md","340","| L9 | 多巴胺管理 | 学习前30分钟低多巴胺窗口，每周一天低刺激日 |","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0039","01-项目/meta-abilities/自学.md","348","Ericsson研究了几十年的各领域顶级专家——小提琴家、象棋手、运动员、医生。他发现""一万小时""这个流行概念完全错了——不是""任何领域练一万小时就能成为专家""。对某些领域（如记忆类竞赛）可能几百小时就够了。对其他领域（如科学研究）可能需要两万小时以上。关键不是""多少小时""——是""这些小时里你在做什么""。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0040","01-项目/meta-abilities/自学.md","356","**完全专注**：练习时注意力100%在任务上。半专注的练习=半效果。这不是""可以接受""的——半专注的练习可能是在加固错误的动作模式。每次分心的练习都在告诉大脑""这个动作可以和分心共存""。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0041","01-项目/meta-abilities/自学.md","362","Ericsson最反直觉的结论——刻意练习每天上限4-5小时。超过这个时间，专注力无法维持在边缘修正所需的强度上。继续练只是在累积疲劳，不是在进步。顶级小提琴家的日均练习时间——4.2小时。不是他们不想多练，是多练没用。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0042","01-项目/meta-abilities/自学.md","384","每次学完一个新概念——不要""记下来""。回答三个问题——这个概念和我已有的X概念有什么矛盾或共同结构？如果我完全不信这个概念，我的最强三个反驳是什么？如果我明天必须教会一个人这个概念，我会用什么例子——不是书上给的例子？三个问题强制深层加工。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0043","01-项目/meta-abilities/自学.md","393","**专注模式**：前额叶高度激活，注意力集中在特定问题上。神经活动限制在与任务直接相关的脑区。这是你""努力想""的时候——在已知的神经通路里搜索解决方案。专注模式的问题是：它只能在""你已经知道""的范围内搜索。如果答案在已知范围之外——专注模式永远找不到。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0044","01-项目/meta-abilities/自学.md","397","Oakley的""学习循环""：专注25分钟（番茄钟）→强制休息5分钟（散步/远眺/闭眼——大脑切换到发散模式，后台自动加工刚学的信息）→再专注25分钟。不是""学得越久越好""——是""专注和发散的交替频率""决定了学习效率。这让人想起爱因斯坦——他在物理问题上卡住时的习惯是拉起小提琴，同事说他不是在休息，而是在换一种方式思考，让那些在专注模式下被困在同一个回路里的信息在发散模式下找到新的连接路径。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0045","01-项目/meta-abilities/自学.md","410","间隔检索的具体操作：(1)学完任何东西后的24小时内——做第一次提取（合上书白纸默写因果链）；(2)72小时后做第二次提取；(3)一周后做第三次；(4)一个月后做第四次。每次提取的间隔逐渐拉长——正好是Ebbinghaus遗忘曲线上的""快遗忘但还没忘""的时间点。这个时间点上的提取效率最高——因为最费力。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0046","01-项目/meta-abilities/自学.md","416","第二个读了一遍之后合上书。白纸默写所有能记住的概念和因果关系。写不出来的留空。然后打开书——只看留空的地方。第二次合书——再默写。第三次。考试——比第一个人高30%。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0047","01-项目/meta-abilities/自学.md","427","**Day 1·元学习（2小时）**：不学内容。研究这个领域最有效的人是怎么学的。找到3个""过来人""的经验——提取他们的学习策略、顺序、工具、检验方式。画自己的学习地图。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0048","01-项目/meta-abilities/自学.md","429","**Day 2-3·非结构化探索（每天2-3小时）**：按自己的问题链（不是课表）往下挖。允许偏题。偏题通常是你真正在学的起点。每25分钟专注+5分钟发散切换。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0049","01-项目/meta-abilities/自学.md","431","**Day 4·第一次合成（2小时）**：合上所有资料。白纸默写这两天的因果链。留空的地方=理解空白。标记。不急着填补——先看清自己的理解缺口在哪。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0050","01-项目/meta-abilities/自学.md","433","**Day 5·填补空白（2-3小时）**：针对留空的地方——定向回到资料中找答案。不是重新读一遍——是""带着问题去查""。每一个空白填补后立即用自己的话写一遍。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0051","01-项目/meta-abilities/自学.md","435","**Day 6·第二次合成（2小时）**：再次合上所有资料。白纸重新画完整的因果链图。和Day 4的图比较——哪些空白被填上了，哪些还在。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0052","01-项目/meta-abilities/自学.md","437","**Day 7·费曼输出（3小时）**：写一篇完整文章或录一段讲解。规则——不用任何术语，用自己生活中的例子，在某个地方标注""我不确定的是……""这是暴露最深理解空白的最后一道检验。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0053","01-项目/meta-abilities/自学.md","440","把Day 7的输出讲给一个完全不接触这个领域的人听。观察对方在哪个地方露出困惑表情——标记。那个地方不是你""没讲好""——是你自己还没真懂。回去重新挖那个节点。费曼验证=学习的最终闭环——教给别人是检验自己理解的唯一诚实方式。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0054","01-项目/meta-abilities/自学.md","446","元学习笔记5分钟+间隔检索5分钟（白纸默写因果链）+碎片输出20分钟（300字用自己的话写今天最核心的一件事）。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0055","01-项目/meta-abilities/自学.md","449","跨域强制连接30分钟（本周新概念+一个已有旧概念找共同结构）+费曼讲述30分钟（对镜子或录音机用白话讲本周核心概念）。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0056","01-项目/meta-abilities/自学.md","452","费曼长文（选本月核心概念写完整论述——不用术语、只用自己例子、标不确定处）+学习策略审计（本月在舒适区/边缘/恐慌区的时间比例——边缘应≥70%）。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0057","01-项目/meta-abilities/自学.md","469","**机制一：Scott Young的元学习前置——10%时间法则的精确操作。** Young在MIT挑战中最反直觉的操作不是""学得更快""——是""在学之前先不学""。他用整整一周做""元学习""：找到三个之前完成过类似挑战的人，问他们五个问题——按什么顺序学的、每天几小时、哪门最浪费时间、怎么检验自己真懂假懂、如果重来会跳过什么。三份回答画成地图后他才打开课本。这10%的前置时间投入在后续90%的学习中收回十倍效率——因为他在前10%时间里排除了三个过来人验证过的""死路""。大多数人的自学失败在第一周——看到一个新领域，第一反应是""报班""或""买本书从头读到尾""。他们把""怎么学""的决定外包给了培训机构的课程大纲——而培训机构的目标不是让你""学得最快""，是让你""交钱后觉得自己在学""。Young的元学习法则的具体操作：在打开任何课本之前，花一到两天找三个""在这个领域学得很有效的人""（不一定是专家，可以是比你早学半年的人），问他们上面五个问题。把答案整理成一个不超过一页的学习路径。这个路径不需要完美——它只需要比""从第一页读到最后一页""好。好10%就行——10%的路径优势，在90%的执行时间里被放大为几倍的效率。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0058","01-项目/meta-abilities/自学.md","471","**机制二：Brown的间隔检索——认知心理学最被低估的单一发现。** Brown在《认知天性》里总结了几十年来被反复验证的最具颠覆性的学习发现：你感到""学得最轻松""的方式恰好是效率最低的；你感到""学得最吃力""的方式恰好是效率最高的。反复阅读课本——大脑产生""流畅错觉""（这些内容读起来很熟悉=我理解了），实际记忆保留率极低。自己合上书，白纸默写——大脑在费力提取记忆，每一次费力提取都在物理上加固记忆痕迹。Brown的数据：间隔检索的记忆保留率是反复阅读的2-3倍，但只有不到10%的学生会主动使用间隔检索——因为""费力""让人不舒服，而大脑默认规避不舒服。具体操作：学完新东西后的24小时内做第一次提取（合上书，白纸默写因果链）、72小时后做第二次、一周后第三次、一个月后第四次。每次提取的时间间隔拉长——恰好是Ebbinghaus遗忘曲线上""快遗忘但还没忘""的时间点。这个时间点上的提取效率最高——因为最费力。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0059","01-项目/meta-abilities/自学.md","473","**机制三：Dehaene的四大支柱——自学的神经科学基座。** Dehaene在《我们如何学习》里用几十年的神经科学实验提炼出人类学习的四个必须条件，缺任何一个，学习效率断崖式下降。注意力——信息进入大脑加工通道的过滤器。没有注意力=信息根本没进入加工通道。被动听讲效率低不是因为""没努力""——是因为你的注意力只捕捉到了输入端的大概10%。主动参与——被动接收的信息几乎不触发神经可塑性。你必须""做""——写、讲、用——才能让大脑把新信息标记为""需要保存""。错误反馈——预测误差（""我以为会发生A但发生了B""）是触发神经可塑性的最强信号。没有反馈的学习=在黑暗中射箭，不知道射没射中。巩固——睡眠期间海马体向皮层转存，间隔重复触发再巩固。四项检查自己每一次学习：注意力全程在线吗、主动参与了吗（用自己的话重组或讲给别人听）、有收到反馈信号吗（知道哪里对哪里错）、昨晚睡眠足够深吗（记忆搬家搬完了吗）。四项都拿不到——你不是在""学习""，是在""输入信息""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0060","01-项目/meta-abilities/自学.md","481","→ **专注（Ch6）**：Newport深度时间块=自学效率的放大器。同样1小时的输入，深度状态下（不被任何通知打断）的信息转存率是被打断状态下的3倍以上。自学不应安排在""有空的时候""——应固定在每天深度时间块的头一小时。","learning-behavior","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0061","01-项目/meta-abilities/自学.md","485","→ **戒断（Ch12）**：Lembke学习前低多巴胺窗口=自学效率的生理基础。学习前30分钟不碰屏幕→受体从高刺激中回落→学习材料释放的多巴胺足以触发""想做""的驱动力。没有这个窗口=受体阈值太高，正常学习刺激无法激活。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0062","01-项目/meta-abilities/写作.md","62","写作就是那块磨刀石。每天花30分钟写——不是在""砍柴""（产出更多内容），是在""磨刀""（升级你的思考操作系统）。磨刀的时候你看不到产出——你看到的只是""我这30分钟只写了200字""。但一个月后——你的刀快了一倍。同样一小时，你以前写500字，现在写1000字——而且更清晰。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0063","01-项目/meta-abilities/写作.md","92","AI可以在30秒内写一篇关于""如何戒掉游戏成瘾""的文章——结构工整、逻辑清晰、引用到位。但它在任何训练数据里都找不到以下东西——","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-blocked","block"
"MC-0064","01-项目/meta-abilities/写作.md","94","一个具体的人在2023年某个晚上卸载了王者荣耀，截了图发了朋友圈""戒了""，然后七分钟后手指自己点开了应用商店。一个高中生在物理课上偷偷在草稿纸上写C语言代码，因为整个学校没有一个人可以聊编程。一个年轻人在春节饭桌上被问""什么时候找正经工作""的时候喉咙里堵住了但咽回去的那些反驳。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0065","01-项目/meta-abilities/写作.md","98","你写的东西里唯一不可替代的部分——就是这部分。不是你总结的多巴胺机制（AI总结得更好）——是你跟多巴胺搏斗的那五十多次卸载里具体发生了什么。不是你引用的Anna Lembke的研究（AI不会搞错引用）——是你读到那个天平图的时候脑子里""等等，这不就是在说我吗""的那个瞬间。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0066","01-项目/meta-abilities/写作.md","102","怎么写Resonance——写你""不想提""的东西。自我介绍时跳过的那几段。你最怕在饭桌上被问到的问题。你说出来会觉得""太脆弱了""的那些瞬间。这些是AI永远写不出来的——不是因为它们""不好写""，是因为它们不存在于任何公开数据里。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0067","01-项目/meta-abilities/写作.md","123","这个练习的唯一目的——让""打开文档→输出文字""变成一个自动化回路。基底节不看质量——看频率。连续21天每天同一个动作——基底节会接管""打开文档""。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0068","01-项目/meta-abilities/写作.md","137","**费曼长文。** 选一个核心概念——写一篇5000字以上的完整论述。规则：不用任何专业术语（全部用白话重新解释）；用至少三个自己生活中的真实案例（不是书上例子）；标明至少两处""我不确定""；最后附一个""如果有人完全不认同这篇，他可能的三个最强反驳是什么""。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0069","01-项目/meta-abilities/写作.md","154","把你写的文章给一个完全不懂这个领域的人看——不是让你问他""好不好""，是看他在哪一段露出困惑的表情。那个地方——是你以为自己写清楚了但实际没写清楚的地方。回去重写那个节点。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0070","01-项目/meta-abilities/写作.md","164","Vygotsky提出""最近发展区""——学习最有效的区域是""自己做不到但有人在旁边帮一把就能做到""的区间。写作就是你自己给自己的""脚手架""——你写下一个模糊念头，念头的文字版本反过来告诉你""这里不清楚""""这里缺了一块""""这里自相矛盾""。你修正之后，你的思维被升级了一次。下一轮写作的起点比上一轮高了一点。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0071","01-项目/meta-abilities/写作.md","185","James Clear在《原子习惯》里提出的环境设计原则完全适用于写作——让好行为的触发信号明显，让坏行为的触发信号消失。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0072","01-项目/meta-abilities/写作.md","187","写作的MVS（最小可行性系统）——每天300字。300字在任何状态下都能完成：感冒能写、失眠能写、被骂了能写。基底节不看质量——看频率。连续21天每天同一时间打开文档——21天后""打开文档""从""需要下定决心""变成基底节的自动化程序。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0073","01-项目/meta-abilities/写作.md","189","环境三改——充电器移客厅（睡前/晨起不刷手机，保护大脑的最佳写作状态）、电脑建""写作""账户（桌面只有Typora没有娱乐软件——想娱乐得切账户，20秒摩擦足够前额叶追上本能冲动）、文档永远留一行""昨天写到这""（明天打开不是空白——空白触发威胁检测→逃避）。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0074","01-项目/meta-abilities/写作.md","192","今天花5分钟设三件事——充电器移客厅、电脑桌面只有写作工具、打开文档打一行字""明天从这开始""。三个动作不超过5分钟。不是""明天开始写""——是""今天把环境设好""。明天早上坐到电脑前——环境替你做了第一个决定。","general-methodology","P1","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
"MC-0075","01-项目/meta-abilities/写作.md","200","环境设计先消除启动摩擦力。电脑开机自动启动Typora，文档永远留一行""昨天写到这里，今天继续""让明天打开不是空白，电脑桌面只有写作工具——想娱乐得切账户，二十秒摩擦足够前额叶追上逃避冲动。","medical-health","P0","unverified-secondary-note","unknown","blocked-chapter-source","resolved-qualified","qualify"
