"file","original_sha256","original_body_sha256","source","source_status","added_fields"
"05-内容生产/内容体系/02-内容单元库/UNIT-028_系统大于目标.md","C82E9DB2110EE823B0EBC2BBAC2994A2C353BC467EA3B3FE00F5075EECBB71F9","D377B7F16B6B385702C857375F66F4C9CDAC893E9D72CAA5294439A3FF456D2C","04-知识/卡片/C7-5_系统大于目标.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-029_饮食决策框架.md","A95B934714C4CDE7688A6F22650E3143F860942AD94D413F515604E980BC9939","BF275975A5D3CE7A0BE548C79E06F1C58065ABFCCC0799FDAF1E6FC5A08F6817","04-知识/卡片/C1-2_饮食决策框架.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-030_多巴胺斋戒.md","AF417567E9007465456E82521B521F08BF3958D094B2AE726B53D8F7F5C92C68","436CC6DD54A3CF76CF41E56CCCA9E330898BAFD3890B8639E66F950CEF34B48F","04-知识/卡片/C1-1_多巴胺基线崩塌与修复.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-031_AI时代的超级个体.md","9706421824C711AD49F12DF94938337C67BFFEA082A013C4E6BCE9F1D9D63E40","2B775C7CCF1E0D3AC78E218AC48CFC1D941C62793E35B25E58EEC96D1A1E9031","04-知识/卡片/topics/T8-02_一人企业.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-032_8020法则.md","87DBE1223D7073301F8F28749CDEA37BFC4511E655E8F7EF284FF2AC67599A56","E20DADD7116B78272EAFB5D0CB15966602A149FD450C944B3EBEA1FA8EA6DD6A","04-知识/卡片/topics/T4-01_8020法则.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-033_HKR内容公式.md","BFE0A96EC8BDBC01B6AA49497663743ABF14E3C59631C94CC4BBC8DE480F3043","A073F9E208D498D868B590594B9125D4C28E4764CC728955E9EADA424417EECC","04-知识/卡片/topics/T8-03_HKR内容公式.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-034_平台策略.md","A3F33CC9FF5558BCE77A4C3E848E200DF72E3076B6D9DF2AF3543854F6B989EE","3CC6CF35A603D694B1602D5F4989F8728E90E960805549E746DAB1BC0FA8467C","04-知识/卡片/C4-2_平台策略.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-035_内容产品化.md","302C7A9341DA2A588E4855250467B561E6ED12095BC4D4ED004B47C6346E4F1E","AEF79707188CC9C95D3C8910ACF698CF283E65BD620E194D3CCC093C8FAD9E3B","04-知识/卡片/C4-3_内容产品化.md","linked","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-036_定价策略.md","C2D287A57D83293395511D0227E59E3F8B64F53C0941559273BD022B4E35A60C","DBDECEFEFC8E38BB3168D99CDEFA8A3DE26DC5757AA433F57727C5F5DE6C55B3","04-知识/卡片/C4-3_定价策略.md","unresolved","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-037_信息差不是赚钱核心.md","E0F6E5FA0E61A8E536A6B89AF5A8F00B0D06D2B779A35DEC62EE2FE19B5E1D42","40A6C376FC9E0B098A3F56AF4E658AB56753C2FC17C23C28A037886F142690E4","04-知识/卡片/C3-3_信息差变现.md","unresolved","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-038_流量内容vs转化内容.md","53BBC34547461B9D7E5A16D3B16C3E8565E72C8039B2460C3760DFD20E74468B","96DE0717856C0CEF8A15C15599F69BF423F1E802A63B670EDB7CFA025AF93183","dontbesilent 2025-10-23","unresolved","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-039_反白嫖系统.md","E18FEE2E096CFA089E8DF892A8BFA638A8E07DF1765504E11123E9896B4DF575","0C012F502666AB6E6D3484634503293C2BC219BD5902D05AEA6C3BC132FB3556","dontbesilent 2025-08-29","unresolved","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-040_定量自曝信任法.md","845AEB0A1D5960BA4B2F521A89C820DA5A975B7E6972036BC63E0CE017A6A8F0","15A11571726B00226882F6C53F0CEA3B97A1284C15ECD79A81F88CB115D0E367","dontbesilent 多篇文章","unresolved","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-041_选题观点分离法.md","30C63CFA1336C8943AF90F5377869B06B92DB038BE5301C89070DB19EA73D293","EFF8EC871F405513DA953288B4096EDAF5E93370069B2EE83F2B6ADA18172B68","dontbesilent 2025-06-24","unresolved","status|source_status|canonical|updated_at"
"05-内容生产/内容体系/02-内容单元库/UNIT-042_四层答疑过滤.md","9DAFA0B2CD57014EF46BF4FE1AE62BBF40D6F24B9C58520A2578571C0F895CD8","0913332CE550CDBE2B9DB04D9515AE6D49F5F0955DB2AE6C7399460F8CD1CE3B","dontbesilent 2025-12-26","unresolved","status|source_status|canonical|updated_at"
