"claim_id","path","line","claim_text","domain","risk","source_type","source_location","scope","status","decision"
"MC-0023","01-项目/meta-abilities/自学.md","451","**机制二：Brown的间隔检索——认知心理学最被低估的单一发现。** Brown在《认知天性》里总结了几十年来被反复验证的最具颠覆性的学习发现：你感到""学得最轻松""的方式恰好是效率最低的；你感到""学得最吃力""的方式恰好是效率最高的。反复阅读课本——大脑产生""流畅错觉""（这些内容读起来很熟悉=我理解了），实际记忆保留率极低。自己合上书，白纸默写——大脑在费力提取记忆，每一次费力提取都在物理上加固记忆痕迹。Brown的数据：间隔检索的记忆保留率是反复阅读的2-3倍，但只有不到10%的学生会主动使用间隔检索——因为""费力""让人不舒服，而大脑默认规避不舒服。具体操作：学完新东西后的24小时内做第一次提取（合上书，白纸默写因果链）、72小时后做第二次、一周后第三次、一个月后第四次。每次提取的时间间隔拉长——恰好是Ebbinghaus遗忘曲线上""快遗忘但还没忘""的时间点。这个时间点上的提取效率最高——因为最费力。","learning-behavior","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0024","01-项目/meta-abilities/自学.md","453","**机制三：Dehaene的四大支柱——自学的神经科学基座。** Dehaene在《我们如何学习》里用几十年的神经科学实验提炼出人类学习的四个必须条件，缺任何一个，学习效率断崖式下降。注意力——信息进入大脑加工通道的过滤器。没有注意力=信息根本没进入加工通道。被动听讲效率低不是因为""没努力""——是因为你的注意力只捕捉到了输入端的大概10%。主动参与——被动接收的信息几乎不触发神经可塑性。你必须""做""——写、讲、用——才能让大脑把新信息标记为""需要保存""。错误反馈——预测误差（""我以为会发生A但发生了B""）是触发神经可塑性的最强信号。没有反馈的学习=在黑暗中射箭，不知道射没射中。巩固——睡眠期间海马体向皮层转存，间隔重复触发再巩固。四项检查自己每一次学习：注意力全程在线吗、主动参与了吗（用自己的话重组或讲给别人听）、有收到反馈信号吗（知道哪里对哪里错）、昨晚睡眠足够深吗（记忆搬家搬完了吗）。四项都拿不到——你不是在""学习""，是在""输入信息""。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0025","01-项目/meta-abilities/自学.md","461","→ **专注（Ch6）**：Newport深度时间块=自学效率的放大器。同样1小时的输入，深度状态下（不被任何通知打断）的信息转存率是被打断状态下的3倍以上。自学不应安排在""有空的时候""——应固定在每天深度时间块的头一小时。","learning-behavior","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0026","01-项目/meta-abilities/自学.md","465","→ **戒断（Ch12）**：Lembke学习前低多巴胺窗口=自学效率的生理基础。学习前30分钟不碰屏幕→受体从高刺激中回落→学习材料释放的多巴胺足以触发""想做""的驱动力。没有这个窗口=受体阈值太高，正常学习刺激无法激活。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0027","01-项目/meta-abilities/写作.md","92","AI可以在30秒内写一篇关于""如何戒掉游戏成瘾""的文章——结构工整、逻辑清晰、引用到位。但它在任何训练数据里都找不到以下东西——","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0028","01-项目/meta-abilities/写作.md","166","写作既表达现有想法，也会通过反馈促使你修改想法。雕塑比喻只描述来回修正，不能证明写作必然“升级”思想。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0029","01-项目/meta-abilities/写作.md","214","选一篇旧文。Hook——给朋友看标题，问他预期。Knowledge——圈出所有因果连词（因为/所以/但是/后来发现）。少于5个→因果链不够。Resonance——圈出所有带具体时间和地点的片段。少于2个→共鸣不足。 | Vygotsky·最近发展区","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0030","01-项目/meta-abilities/写作.md","236","常见障碍之一，是只等完整灵感而没有记录碎片。这个比喻不适用于所有写作者，也不承诺碎片必然变成长文。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0031","01-项目/meta-abilities/写作.md","330","□ **L1 MVS**：日均300字完成。□ **L2 HKR**：每篇文章过Hook/Knowledge/Resonance。□ **L3 因果链**：每篇""因为""能找到""所以""。□ **L4 自我暴露**：每篇至少一处""我不确定""。□ **L5 费曼输出**：月均一篇费曼长文。□ **L6 自我反驳**：月均一次攻击旧文。□ **L7 三月重读**：季度一次三色标注审计。□ **L8 身份锚定**：自述""我是写作者""。□ **L9 环境设计**：充电器移客厅、电脑写作账户、文档永远留一行。□ **L10 写作审计**：季度写作频率/清晰度增幅/自我反驳质量。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0032","01-项目/meta-abilities/说服.md","39","**寓言**：北风代表施压，太阳代表降低阻力。这个比喻提醒你尊重自主选择，不保证柔和表达必然成功。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0033","01-项目/meta-abilities/说服.md","303","Axelrod的重复囚徒困境研究展示了不同策略在特定模拟规则下的表现。“以牙还牙”曾在部分赛制中表现良好，但这不证明现实关系中存在唯一稳定策略，更不支持单次互动应当背叛或操纵。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0034","01-项目/meta-abilities/健康.md","45","睡眠期间会发生多种与记忆、情绪和代谢相关的过程。下面是书中观点的简化阅读框架，不代表四项过程彼此独立，也不代表清醒时完全不发生。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0035","01-项目/meta-abilities/健康.md","118","**合成案例**：一个人长期白天待在昏暗室内，晚间持续接触较强光线；另一个人白天接触户外光，晚间逐步降低环境亮度。这个对照只用于提示“记录光照时间”，不代表后者必然改善睡眠，也不提供照度或入睡时刻承诺。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0036","01-项目/meta-abilities/健康.md","184","- **压力源清单审计**：列出本月触发你压力反应的前三个情境。每一个问——这个情境可以通过环境设计避开或修正吗（情境选择/修正）？如果不能，下次触发时可以做什么来缩短压力反应的持续时间（慢呼吸/运动/90秒规则）？","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0037","01-项目/meta-abilities/健康.md","230","运动后的放松感=身体在说""威胁过去了""。社交连接（和信任的人面对面聊天）=催产素释放，抑制HPA轴。慢呼吸（5.5秒吸+5.5秒呼）=直接激活副交感神经。大笑、哭泣、唱歌——都触发迷走神经，向大脑发送""安全""信号。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0038","01-项目/meta-abilities/健康.md","247","偏晚作息可能同时受到遗传、年龄、环境光照、工作安排和习惯影响。规律起床和晨间光照可能帮助部分人调整作息，但不是唯一方法，也不保证在固定天数后于固定时刻自然困倦。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0039","01-项目/meta-abilities/决策.md","47","做决策的时候——不要站在""现在的自己""的位置上。投射到80岁的自己，回头看——""我会为没做什么而后悔？""","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0040","01-项目/meta-abilities/决策.md","49","Jeff Bezos用这个框架决定离开华尔街的高薪工作去做电商——""80岁时我不会因为尝试做电商然后失败而后悔。我会因为从来没试过而后悔。""","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0041","01-项目/meta-abilities/决策.md","51","遗憾最小化框架的妙处——它把决策的评估标准从短期得失切换到了长期后悔。短期亏了钱你会难过几个月，长期没试你会遗憾几十年。想象一个人死后站在两座墓碑前：一座刻着""这里埋着一个从来没失败过的人，他避开了每一个可能的坑""，另一座刻着""这里埋着一个试了很多事、搞砸了很多次、但每次搞砸之后都爬起来继续的人""。守墓人问他选哪个——""你自己选，你还没埋呢。""一个80岁的老人写信给自己20岁的自己，信很短：""别怕。那些你怕失败的事大多数根本没发生，发生了的那些你现在回头看几乎不记得了。但你因为害怕而没做的那些事——每一件你都记得。你不会因为搞砸了而后悔，你会因为没试而后悔。去试。""","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0042","01-项目/meta-abilities/决策.md","64","判断力需要区分过程与结果。Duke建议用决策日志记录选项、已知与未知、依据和预期，事后再检查当时推理是否合理。**寓言**中的抛硬币者把偶然序列误认成因果，提醒我们小样本个人经验不足以证明规律。决策日志是训练方法之一，不是唯一方法。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0043","01-项目/meta-abilities/决策.md","100","**决策小记。** 每天在做一个小决策时花1分钟写下——选项是什么、我基于什么选的、我预期会发生什么。只写，不判断。这是在积素材——为月课和季课的偏差分析做准备。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0044","01-项目/meta-abilities/决策.md","104","**第一步：Day 0——测量你的现状A。** 回顾过去一个月你做的10个决策。每个问三个问题：(1)决策时我记录了任何信息吗（是/否）；(2)我对这个决策的预期是什么，后来实际结果是什么；(3)预期和实际的偏差方向——我是系统性地高估了好结果（过度乐观）还是低估了风险（过度保守）。大多数人的A：零记录，偏差方向不明。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0045","01-项目/meta-abilities/决策.md","106","**第二步：定义目标B。** B1（第1-30天）：每天至少记录1个决策小记，养成""决策时写下来""的习惯。B2（第31-60天）：对至少5个重要决策完成完整决策日志（选项/已知/未知/依据/预期）。B3（第61-90天）：回顾30个以上的决策日志数据，找到自己的1-2个系统偏差模式。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0046","01-项目/meta-abilities/决策.md","108","**第三步：执行——决策日志的日常化。** 日课：1分钟决策小记。周课：回看本周日志找模式。月课：用完整模板记录重要决策+概率校准。季课：季度审计找系统偏差+设预提交规则。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0047","01-项目/meta-abilities/决策.md","152","**概率思维**：不说""这件事会发生""，说""这件事发生的概率大概是65%""。把确定性替换为概率分布。超级预测者不断校准自己的概率估计——""我上次说65%的事，实际发生了多少？""通过持续校准把主观概率逐渐逼近客观概率。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0048","01-项目/meta-abilities/决策.md","162","下次做决策或预测时——不说""我觉得能成""。说""我觉得能成的概率大概是X%""。事后记录——当时说的X%和后来实际发生的比例。三个月后看——你说的60%的事，实际发生了几件。如果10件里只发生了3件——你在系统性地高估概率。如果10件里发生了8件——你在系统性地低估。校准。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0049","01-项目/meta-abilities/决策.md","210","评估决策时同时看单次结果与过程质量，并追问同类情境反复出现时策略是否稳健。重复次数只是思想实验，不代表现实可以完全复现同一情境。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0050","01-项目/meta-abilities/决策.md","216","**决策小记**：每天一个小决策花1分钟写下——选项、依据、预期。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0051","01-项目/meta-abilities/决策.md","239","Type审计——本月Type2决策平均耗时。超过一个月=在可逆决策上浪费了Type1的决策资源。概率校准——回顾本月10个概率预测，实际发生比例vs预测概率——你在高估还是低估。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0052","01-项目/meta-abilities/决策.md","251","□ **L3 Type区分**：我能在30秒内判断一个决策是Type1还是Type2。Type2不过度纠结。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0053","01-项目/meta-abilities/决策.md","255","□ **L5 遗憾最小化**：重大决策前投射80岁的自己——会为""没做什么""后悔。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0054","01-项目/meta-abilities/决策.md","300","Type审计：本月Type2决策平均耗时（>一个月=在可逆决策上浪费Type1资源）。概率校准：本月10个预测——实际发生比例vs预测概率。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0055","01-项目/meta-abilities/元认知.md","39","**每日呼吸观察5分钟**。把它作为一个可缩短的起点，练习注意到走神并回到呼吸，不追求清空思绪。","psychology-behavior","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0056","01-项目/meta-abilities/元认知.md","66","**第一阶（日课·呼吸观察5分钟）**：不对抗思绪，也不追求“不想东西”。观察呼吸，注意到思绪飘走后再回来。时间可以缩短；不适加重时停止。","psychology-behavior","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0057","01-项目/meta-abilities/元认知.md","68","**第二阶（日课·思维回放5分钟）**：睡前回放一个情绪波动时刻。写下发生了什么、感觉到什么、当时如何解释，以及下次可以尝试什么。若睡前回放影响睡眠，改到白天或暂停。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0058","01-项目/meta-abilities/执行.md","265","James Clear在《原子习惯》里提出了习惯改变的三层模型。最外层——结果层（""我想减10斤""）。中间层——过程层（""我每天跑步30分钟""）。最内层——身份层（""我是一个每天运动的人""）。","learning-behavior","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0059","01-项目/meta-abilities/执行.md","267","结果不完全受个人直接控制，例如体重还会受到饮食、睡眠、压力和健康状况等因素影响。身份叙事有时能提供持续行动的理由，但也可能带来僵化或自责，因此需要结合过程记录，而不能声称某一层最不容易失败。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0060","01-项目/meta-abilities/执行.md","280","预承诺（Pre-commitment）是行为经济学中的一种工具：在较平静、信息较充分时预先设置选择边界，以减少之后临场决定的负担。它不意味着当下必然理性，也不能通过主观状态判断所谓多巴胺基线。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0061","01-项目/meta-abilities/自我精神分析.md","208","- 身体扫描5分钟（重建身体连接）","psychology-behavior","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0062","01-项目/meta-abilities/统计.md","93","日课：每天找一个你看到的""统计数据""——新闻标题里的百分比、某文章的引用数据、社交媒体上的""研究表明""——问三个问题：这个数字的来源是什么，样本量多大，有没有可能被幸存者偏差或混淆变量扭曲。不需要跑模型，只需要养成""看到数字先怀疑""的默认反应。周课：选本周你做的五个预测或判断，写下你当时给的概率估计（哪怕只是""我觉得大概70%""）。周末回看——实际发生了几个。你是在高估还是低估？月课：找一篇引用""统计数据""来""证明""某个观点的热门文章，用Huff的框架反推——它的样本被筛选过吗，它的平均数掩盖了什么分布差异，它把相关性包装成因果了吗。季课：用Silver的框架做一次""信号vs噪声""审计——回顾你过去三个月做的最重要决策，你的决策依据中有多少是""被验证过的信号""，多少是""未经检验的噪声""。","statistics","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0063","01-项目/meta-abilities/统计.md","132","“没有披露的不确定性”：医疗效果不能用本章虚构的有效率和区间演示。看到点估计时，应查置信区间或其他不确定性表达、样本量、事件数、研究设计和临床意义。没有区间不必然意味着数字错误，但会限制可解释性。","medical-health","P0","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0064","01-项目/meta-abilities/统计.md","136","""视觉欺骗""——Huff专辟一章讲统计图表怎么骗人。横轴被截断——把""从90到100""的区间放大到整个图表，让一个10%的变化看起来像""爆炸性增长""。纵轴被篡改——从零开始和在某个值开始截断，同一个数据能给你完全不同的视觉印象。AI生成的图表可能没有——但AI描述数据时可以用""暴涨""""暴跌""""飙升""这类词制造同样的视觉效果。","statistics","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0065","01-项目/meta-abilities/统计.md","156","询问“是否适合内容创业”时，应先定义参考类、成功标准、时间范围和地区，再寻找基准概率。没有可靠分母时，AI对性格匹配度的分析不能替代数据。基准也不是比个人信息“永远更重要”，而是一个需要与相关特例证据共同更新的起点。","statistics","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0066","01-项目/meta-abilities/逻辑.md","37","循环论证——""X是对的，因为Y说X是对的，而Y之所以可信是因为X是对的。""结论被用来作为支持前提的证据，前提又被结论证明。Copi说循环论证最隐蔽的地方在于它可能""分散""在论证的不同段落里——前提在第三段，结论在第七段——中间隔了几百字，你的大脑不会注意到这个循环。Weston在《论证规则手册》里把逻辑谬误的检测简化为几条操作规则：先找结论——这个人在论证什么；再找前提——这个人的论证建立在哪些""假设""之上；然后查推理——这些前提是否能逻辑必然地推出这个结论，还是中间有跳跃。最后——也是最关键的一步——查反例：有没有一个情境，在这个情境里所有前提都成立但结论不成立？如果有——这个论证不成立。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0067","01-项目/meta-abilities/逻辑.md","55","第一个信号：AI用""许多研究表明""""大量数据证明""这类模糊归属来代替具体的来源。Copi管这叫""诉诸匿名权威""。人类写作时如果用""许多研究表明""——你可以追问""哪篇研究""。AI给你这句话时——它可能没有引用任何具体研究。它在训练数据里看到""许多研究表明""后面通常会跟着一个结论，于是它模仿了这个模式。但""模仿模式""不等于""真的有研究支持这个结论""。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0068","01-项目/meta-abilities/逻辑.md","77","Sagan借鉴Popper讨论可证伪性：经验主张应说明什么观察会与它冲突。原稿中的Haldane故事和逐字表达没有可定位来源，改为概括。把“方法有效”操作化时，指标、期限和失败阈值应来自任务目标与基线，不能随手规定固定天数和产出。可证伪性是科学划界讨论中的重要观点之一，不是无争议的唯一标准；可重复性、测量、预测、解释和共同体审查也需考虑。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0069","01-项目/meta-abilities/逻辑.md","88","从众偏误提示群体认同可能影响个人判断。原稿把它写成草原上最有效策略并给出评论数量，均无来源。评论是否真实也应通过平台证据核查，不能仅凭风格判断为AI生成。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0070","01-项目/meta-abilities/逻辑.md","113","Copi的经典三段论——""所有人都会死，苏格拉底是人，所以苏格拉底会死。""前提为真，推理有效，结论必然为真。这是有效且真的论证。再看——""所有猫都会飞，Fluffy是猫，所以Fluffy会飞。""推理有效——如果前提为真，结论必须为真。但前提为假。结论也为假。这是一个""有效但不真""的论证。在AI生成的论证中，大量内容是""有效但不真""——AI的推理过程看起来逻辑自洽，但它的某个前提可能是它从训练数据里""归纳""出来的统计模式，而不是被验证过的事实。你的大脑很难区分这两者——因为在日常语言中，""听起来有道理""同时满足""推理有效""和""熟悉感""（让我想起类似的东西）。Copi的训练就是让你把""推理是否有效""和""前提是否为真""分开检查——两个独立的判断，不要用一个替代另一个。AI时代你比Copi时代更需要这个训练——因为AI生成的论证在所有人类写作中""有效性和真的混淆""最严重。AI被训练成""推理永远看起来有效""，但它的""前提""来自训练数据里的统计模式——那些统计模式中有多少是""真""的，没人知道。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
"MC-0071","01-项目/meta-abilities/逻辑.md","117","本章用演绎、归纳、亲知与描述、常见谬误、论证拆解、可证伪性和简约原则建立检查表。可证伪性不是唯一科学标准，额外假设也不会在未知独立性时按固定乘法削弱可信度。逻辑检查需要与事实核验和领域方法配合。","general-methodology","P1","unverified-secondary-note","","blocked-chapter-source","open","block"
