"old_path","same_basename_count","candidate_new_paths","confidence"
"01-内容生产/内容体系/02-内容单元库/UNIT-007_认知目标函数.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-007_认知目标函数.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-008_资产还是负债.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-008_资产还是负债.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-009_杠铃策略.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-009_杠铃策略.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-010_一人企业.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-010_一人企业.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-011_复利不是数学公式.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-011_复利不是数学公式.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-012_交易的唯一正确目标.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-012_交易的唯一正确目标.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-013_三位一体创作.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-013_三位一体创作.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-014_注意力是第一资产.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-014_注意力是第一资产.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-015_发布不是终点.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-015_发布不是终点.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-016_反依赖.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-016_反依赖.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-017_形象不是虚伪.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-017_形象不是虚伪.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-018_代际错位即杠杆.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-018_代际错位即杠杆.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-019_负循环破解.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-019_负循环破解.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-020_P0单一主线.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-020_P0单一主线.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-021_14天实验SOP.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-021_14天实验SOP.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-022_最小可行性系统.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-022_最小可行性系统.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-023_环境的暴政.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-023_环境的暴政.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-024_第一性原理五步算法.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-024_第一性原理五步算法.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-025_芒格格栅.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-025_芒格格栅.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-026_反脆弱.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-026_反脆弱.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-027_反共识不是叛逆.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-027_反共识不是叛逆.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-028_系统大于目标.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-028_系统大于目标.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-029_饮食决策框架.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-029_饮食决策框架.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-030_多巴胺斋戒.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-030_多巴胺斋戒.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-031_AI时代的超级个体.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-031_AI时代的超级个体.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-032_8020法则.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-032_8020法则.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-033_HKR内容公式.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-033_HKR内容公式.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-034_平台策略.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-034_平台策略.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-035_内容产品化.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-035_内容产品化.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-036_定价策略.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-036_定价策略.md","medium-unique-basename"
"01-内容生产/内容体系/02-内容单元库/UNIT-037_信息差不是赚钱核心.md","1","05-内容生产/内容体系/02-内容单元库/UNIT-037_信息差不是赚钱核心.md","medium-unique-basename"
"01-内容生产/内容体系/03-处理状态/人工去重候选.csv","0","","none"
"01-内容生产/内容体系/03-处理状态/关系索引.csv","0","","none"
"01-内容生产/内容体系/03-处理状态/去重与冲突审计.csv","0","","none"
"01-内容生产/内容体系/03-处理状态/去重候选索引.csv","0","","none"
"01-内容生产/内容体系/03-处理状态/处理状态总览.md","1","05-内容生产/内容体系/03-处理状态/处理状态总览.md","medium-unique-basename"
"01-内容生产/内容体系/03-处理状态/来源注册表.csv","0","","none"
"01-内容生产/姜胡说（每天更新）/支持定制，你想要什么样的资料告诉我，我给你完整的逐字稿/定制.txt","0","","none"
"01-内容生产/方法论手册/DBS自媒体方法论终极学习手册_v2.0.md","1","05-内容生产/方法论手册/DBS自媒体方法论终极学习手册_v2.0.md","medium-unique-basename"
"01-内容生产/进行中/README.md","45","00-收件箱/README.md | 01-项目/00-缓冲区/README.md | 01-项目/README.md | 01-项目/books-knowing-doing/00-缓冲区/README.md | 01-项目/books-knowing-doing/README.md | 01-项目/game-opportunity-lab/00-缓冲区/README.md | 01-项目/game-opportunity-lab/README.md | 01-项目/possibility-debt/00-缓冲区/README.md | 01-项目/possibility-debt/README.md | 01-项目/possibility-debt/SIMULATION/README.md | 01-项目/proofline/README.md | 01-项目/知行转化研究/00-缓冲区/prototype/README.md | 01-项目/知行转化研究/README.md | 01-项目/知行转化研究/diagnostic-tool/README.md | 03-资源/00-缓冲区/README.md | 03-资源/README.md | 03-资源/创作者素材/README.md | 03-资源/素材库/超级个体学习笔记/README.md | 04-知识/00-缓冲区/README.md | 04-知识/README.md | 05-内容生产/00-缓冲区/README.md | 05-内容生产/README.md | 05-内容生产/内容体系/00-缓冲区/README.md | 05-内容生产/内容体系/00-缓冲区/legacy-content-creation/README.md | 05-内容生产/内容体系/02-内容单元库/README.md | 05-内容生产/内容体系/03-处理状态/00-缓冲区/README.md | 05-内容生产/内容体系/README.md | 05-内容生产/方法论手册/00-缓冲区/README.md | 05-内容生产/方法论手册/README.md | 05-内容生产/运营与发布/README.md | 05-内容生产/运营与发布/已发布/README.md | 05-内容生产/运营与发布/数据/README.md | 05-内容生产/进行中/00-缓冲区/README.md | 05-内容生产/进行中/README.md | 08-媒体与产品/00-缓冲区/README.md | 08-媒体与产品/README.md | 08-媒体与产品/媒体/README.md | 08-媒体与产品/媒体/wechat_2026-06-07/00-缓冲区/README.md | 08-媒体与产品/媒体/创作者书稿/README.md | 90-归档/README.md | 99-系统/00-缓冲区/README.md | 99-系统/README.md | 99-系统/vendor/superpowers-zh/superpowers-zh-main/README.md | 99-系统/vendor/superpowers-zh/superpowers-zh-main/site/README.md | 99-系统/元数据/00-缓冲区/README.md","low-ambiguous-basename"
"01-内容生产/进行中/健康巅峰_v2_反隐喻.md","0","","none"
"01-内容生产/进行中/健康巅峰_操作系统.md","0","","none"
"01-内容生产/进行中/内容生产操作系统_v1.md","1","05-内容生产/进行中/00-缓冲区/内容生产操作系统_v1.md","medium-unique-basename"
"01-内容生产/进行中/宇宙底层机制-守恒/tmp_combined.md","0","","none"
"01-内容生产/进行中/快速启动_从这里开始.md","1","05-内容生产/进行中/快速启动_从这里开始.md","medium-unique-basename"
"01-内容生产/进行中/董辉自媒体规划指导书_v2.md","1","05-内容生产/进行中/董辉自媒体规划指导书_v2.md","medium-unique-basename"
"01-内容生产/选题管理/00-选题记录.md","1","05-内容生产/选题管理/00-选题记录.md","medium-unique-basename"
"01-内容生产/选题管理/30天选题池_第2期.md","1","05-内容生产/选题管理/30天选题池_第2期.md","medium-unique-basename"
"01-内容生产/选题管理/30天选题池_第3期.md","1","05-内容生产/选题管理/30天选题池_第3期.md","medium-unique-basename"
"01-内容生产/选题管理/董辉自媒体90天规划指导书.md","1","05-内容生产/选题管理/董辉自媒体90天规划指导书.md","medium-unique-basename"
"01-知识项目/content-creation/knowledge-cards/card-元认知.md","0","","none"
"01-知识项目/content-creation/knowledge-cards/card-复利.md","0","","none"
"01-知识项目/content-creation/knowledge-cards/card-延迟满足.md","0","","none"
"01-知识项目/content-creation/knowledge-cards/card-心智带宽.md","0","","none"
"01-知识项目/content-creation/knowledge-cards/card-第一性原理.md","0","","none"
"01-知识项目/content-creation/knowledge-cards/card-系统思维.md","0","","none"
"01-知识项目/content-creation/knowledge-cards/card-认知偏差.md","0","","none"
"02-工作区/飞书-协作配置.md","0","","none"
"02-工作区/飞书门面配置.md","0","","none"
"03-资源库/weread/_BOOK_SUMMARY.md","0","","none"
"03-资源库/weread/top_bookmarks.json","0","","none"
"03-资源库/素材库/books/renzhi-juexing/BOOK_OVERVIEW.md","1","03-资源/素材库/books/renzhi-juexing/BOOK_OVERVIEW.md","medium-unique-basename"
"03-资源库/素材库/deep-research-知行合一-v2.md","1","03-资源/素材库/deep-research-知行合一-v2.md","medium-unique-basename"
"03-资源库/素材库/deep-research-知行合一-v3-10场景.md","1","03-资源/素材库/deep-research-知行合一-v3-10场景.md","medium-unique-basename"
"03-资源库/素材库/deep-research-知行合一-v3.md","1","03-资源/素材库/deep-research-知行合一-v3.md","medium-unique-basename"
"03-资源库/素材库/deep-research-知行合一-v4-系统构建.md","1","03-资源/素材库/deep-research-知行合一-v4-系统构建.md","medium-unique-basename"
"03-资源库/素材库/deep-research-知行合一.md","0","","none"
"03-资源库/素材库/人生操作系统-00-序言.md","0","","none"
"03-资源库/素材库/人生操作系统-01-元系统.md","0","","none"
"03-资源库/素材库/人生操作系统-02-健康.md","0","","none"
"03-资源库/素材库/人生操作系统-03-认知.md","0","","none"
"03-资源库/素材库/人生操作系统-04-时间能量.md","0","","none"
"03-资源库/素材库/人生操作系统-05-财富.md","0","","none"
"03-资源库/素材库/人生操作系统-06-创造.md","0","","none"
"03-资源库/素材库/人生操作系统-07-学习.md","0","","none"
"03-资源库/素材库/人生操作系统-08-决策.md","0","","none"
"03-资源库/素材库/人生操作系统-09-AI个体增长.md","0","","none"
"03-资源库/素材库/人生操作系统-10-关系.md","0","","none"
"03-资源库/素材库/人生操作系统-11-意义.md","0","","none"
"03-资源库/素材库/人生操作系统-12-系统闭环.md","0","","none"
"03-资源库/素材库/人生操作系统-13-后记.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-00-序言.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-01-元系统.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-02-健康.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-03-认知.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-04-时间能量.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-05-财富.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-06-创造.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-07-学习.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-08-决策.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-09-AI个体增长.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-10-关系.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-11-意义.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-12-系统闭环.md","0","","none"
"03-资源库/素材库/人生操作系统-v2-13-后记.md","0","","none"
"03-资源库/素材库/人生操作系统-v3-00-序言.md","1","03-资源/素材库/人生操作系统-v3-00-序言.md","medium-unique-basename"
"03-资源库/素材库/人生操作系统-v3-01-元系统.md","1","03-资源/素材库/人生操作系统-v3-01-元系统.md","medium-unique-basename"
"03-资源库/素材库/人生操作系统-v3-02-健康.md","1","03-资源/素材库/人生操作系统-v3-02-健康.md","medium-unique-basename"
"03-资源库/素材库/人生操作系统-v3-13-后记.md","1","03-资源/素材库/人生操作系统-v3-13-后记.md","medium-unique-basename"
"03-资源库/素材库/素材库_INDEX.md","1","03-资源/素材库/素材库_INDEX.md","medium-unique-basename"
"03-资源库/素材库/阶级跃迁-1万到1亿路线图.md","1","03-资源/素材库/阶级跃迁-1万到1亿路线图.md","medium-unique-basename"
"03-资源库/飞书门面配置.md","0","","none"
"04-方法论沉淀/KBLoop_ENGINEERING.md","1","04-知识/方法论/KBLoop_ENGINEERING.md","medium-unique-basename"
"04_Archive/deprecated-content-system-v1/01-规则层/00-系统总纲.md","1","90-归档/历史版本/deprecated-content-system-v1/01-规则层/00-系统总纲.md","medium-unique-basename"
"04_Archive/deprecated-content-system-v1/03-内容单元/WLH-001-012_第二批抽取.md","1","90-归档/历史版本/deprecated-content-system-v1/03-内容单元/WLH-001-012_第二批抽取.md","medium-unique-basename"
"04_Archive/deprecated-content-system-v1/04-主题地图/01-benchmark对标分析.md","1","90-归档/历史版本/deprecated-content-system-v1/04-主题地图/01-benchmark对标分析.md","medium-unique-basename"
"04_Archive/deprecated-content-system-v1/06-关系与去重/00-综合诊断报告.md","1","90-归档/历史版本/deprecated-content-system-v1/06-关系与去重/00-综合诊断报告.md","medium-unique-basename"
"04_Archive/deprecated-content-system-v1/06-关系与去重/01-全周期深度复盘报告.md","1","90-归档/历史版本/deprecated-content-system-v1/06-关系与去重/01-全周期深度复盘报告.md","medium-unique-basename"
"04_Archive/deprecated-content-system-v1/06-关系与去重/产出交付报告.md","1","90-归档/历史版本/deprecated-content-system-v1/06-关系与去重/产出交付报告.md","medium-unique-basename"
"04_Archive/deprecated-content-system-v1/MAPPING_INDEX.md","1","90-归档/历史版本/deprecated-content-system-v1/MAPPING_INDEX.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/方法论手册/DBS自媒体方法论完整学习手册.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/方法论手册/DBS自媒体方法论完整学习手册.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/199社群产品设计文档_v1.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/199社群产品设计文档_v1.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/72小时启动包.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/72小时启动包.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/AB测试框架_v1.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/AB测试框架_v1.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/_交付物总索引.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/_交付物总索引.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/内容复用指南_v1.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/内容复用指南_v1.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/发布日历_首30天.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/发布日历_首30天.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/图片生成集成指南.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/图片生成集成指南.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/工具链快速启动指南.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/工具链快速启动指南.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/数据追踪系统.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/数据追踪系统.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/01-内容生产/进行中/董辉自媒体规划指导书_v1.md","1","90-归档/历史版本/v1_obsolete_20260704/01-内容生产/进行中/董辉自媒体规划指导书_v1.md","medium-unique-basename"
"04_Archive/v1_obsolete_20260704/进行中_已合并原件/危机管理手册_v1.md","1","90-归档/历史版本/v1_obsolete_20260704/进行中_已合并原件/危机管理手册_v1.md","medium-unique-basename"
"07-已发布/DBS_DEEP_ANALYSIS_2026-06-11.md","1","90-归档/历史版本/knowledge-base-audit-20260715/misfiled-published-reports/DBS_DEEP_ANALYSIS_2026-06-11.md","medium-unique-basename"
"07-已发布/DBS_ENGINEERING_LEARNINGS_2026-06-11.md","1","90-归档/历史版本/knowledge-base-audit-20260715/misfiled-published-reports/DBS_ENGINEERING_LEARNINGS_2026-06-11.md","medium-unique-basename"
"07-已发布/DBS_FULL_ENGINEERING_AUDIT_2026-06-11.md","1","90-归档/历史版本/knowledge-base-audit-20260715/misfiled-published-reports/DBS_FULL_ENGINEERING_AUDIT_2026-06-11.md","medium-unique-basename"
"2026-07-04.md","0","","none"
"INDEX.md","2","90-归档/旧根索引/INDEX.md | 99-系统/元数据/INDEX.md","low-ambiguous-basename"
"MASTER_INDEX.md","2","90-归档/历史版本/media-root-documents-20260715/MASTER_INDEX.md | 90-归档/旧根索引/MASTER_INDEX.md","low-ambiguous-basename"
"SKILL_INDEX.md","1","99-系统/skills/SKILL_INDEX.md","medium-unique-basename"
"SOURCES/diffs/F1_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/F1_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/F2_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/F2_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/F3_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/F3_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/JC2a_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/JC2a_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/JC6a_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/JC6a_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/N1_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/N1_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/N2_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/N2_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/SC1_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/SC1_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/TC1_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/TC1_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/TC4_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/TC4_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/XC1a_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/XC1a_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/XC4b_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/XC4b_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/XC7a_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/XC7a_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/Z1_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/Z1_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/Z2_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/Z2_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/Z3_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/Z3_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/Z4_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/Z4_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/Z5_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/Z5_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/Z6_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/Z6_humanizer_diff.txt","medium-unique-basename"
"SOURCES/diffs/Z7_humanizer_diff.txt","1","03-资源/来源台账/00-缓冲区/diffs/Z7_humanizer_diff.txt","medium-unique-basename"
"_OPTIMIZATION_REPORT.md","0","","none"
"_content-system/REDIRECT.md","1","90-归档/旧内容系统入口/REDIRECT.md","medium-unique-basename"
"_gen.py","0","","none"
"_logs/2026-07-04.md","0","","none"
"_logs/LOG_POLICY.md","1","99-系统/日志/LOG_POLICY.md","medium-unique-basename"
"_meta/CONTENT_STRATEGY_REALIGN.md","1","90-归档/历史版本/knowledge-base-audit-20260715/legacy-meta-reports/CONTENT_STRATEGY_REALIGN.md","medium-unique-basename"
"_meta/DELIVERY_REPORT_2026-06-11.md","1","90-归档/历史版本/knowledge-base-audit-20260715/legacy-meta-reports/DELIVERY_REPORT_2026-06-11.md","medium-unique-basename"
"_meta/EFFECTIVENESS_ASSESSMENT.md","1","90-归档/历史版本/knowledge-base-audit-20260715/legacy-meta-reports/EFFECTIVENESS_ASSESSMENT.md","medium-unique-basename"
"_meta/FINAL_VERIFICATION_REPORT.md","1","90-归档/历史版本/knowledge-base-audit-20260715/legacy-meta-reports/FINAL_VERIFICATION_REPORT.md","medium-unique-basename"
"_meta/INDEX.md","2","90-归档/旧根索引/INDEX.md | 99-系统/元数据/INDEX.md","low-ambiguous-basename"
"_meta/KB_HEALTH_AUDIT_2026-06-15.md","1","90-归档/历史版本/knowledge-base-audit-20260715/legacy-meta-reports/KB_HEALTH_AUDIT_2026-06-15.md","medium-unique-basename"
"_meta/MEDIA_PLAN.md","2","90-归档/历史版本/knowledge-base-audit-20260715/legacy-meta-reports/MEDIA_PLAN.md | 99-系统/元数据/planning/MEDIA_PLAN.md","low-ambiguous-basename"
"_meta/MEGA_DELIVERY_FINAL_2026-06-11.md","1","99-系统/元数据/MEGA_DELIVERY_FINAL_2026-06-11.md","medium-unique-basename"
"_meta/OPTIMIZATION_EFFECTIVENESS_v2.md","1","90-归档/历史版本/knowledge-base-audit-20260715/legacy-meta-reports/OPTIMIZATION_EFFECTIVENESS_v2.md","medium-unique-basename"
