"old_path","head_blob","exact_match_count","exact_new_paths","classification"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-02-27_每条抖音视频稳定涨粉 2000+，公开我的内容生产流程 #自媒体创业 #自媒体运营 #dontbesilent #短视频.md","4400bd993ca90c55bd11418280286c9045cadcc4","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-02-27_每条抖音视频稳定涨粉 2000+，公开我的内容生产流程 #自媒体创业 #自媒体运营 #dontbesilent #短视频.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-02-28_赚钱靠生意不靠行业｜24h 找到盈利生意的正确姿势 #生意经 #从零到一 #dontbesilent #商业思维.md","1536d061e9a6bfddd1932f713482ecc802b645e4","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-02-28_赚钱靠生意不靠行业｜24h 找到盈利生意的正确姿势 #生意经 #从零到一 #dontbesilent #商业思维.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-03_1000 粉丝月入 4 万：直播连麦遇到的真实案例 #低粉高变现 #直播连麦 #商业咨询.md","4c3b530c867c9ac04af94a9c0e201ea088b4dc26","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-03_1000 粉丝月入 4 万：直播连麦遇到的真实案例 #低粉高变现 #直播连麦 #商业咨询.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-05_普通人赚钱第一步：确定性提高执行力的逻辑 #执行力 #普通人赚钱 #dontbesilent.md","6e11a5dc49c97fbc85e3f1ba3f1a6e796a4eacb0","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-05_普通人赚钱第一步：确定性提高执行力的逻辑 #执行力 #普通人赚钱 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-12_成本 ¥17 我卖 ¥18，同行卖 ¥3.9，怎么赚钱 #电商创业 #私域运营 #dontbesilent #我在抖音涨.md","059bfc4e9faa476d4911715cf254a400456e2282","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-12_成本 ¥17 我卖 ¥18，同行卖 ¥3.9，怎么赚钱 #电商创业 #私域运营 #dontbesilent #我在抖音涨.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-14_一条视频，播放千万，涨粉 6 万，流程拆解揭秘 #短视频运营 #自媒体干货 #dontbesilent.md","e75932fa48180e12a69a02c82c59a4e4acae3b80","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-14_一条视频，播放千万，涨粉 6 万，流程拆解揭秘 #短视频运营 #自媒体干货 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-22_一个问题毁掉你的知识付费，我花了四年才搞清楚 #dontbesilent #知识付费 #内容变现 #干货.md","aeb170852f87a1f9663def2cb4ddd6010f10a4a2","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-22_一个问题毁掉你的知识付费，我花了四年才搞清楚 #dontbesilent #知识付费 #内容变现 #干货.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-24_越穷越要野路子，赚钱就靠信息差 #信息差赚钱思路 #尊重用户 #尊重市场 #dontbesilent.md","635860a91cf87f5db8f491a5a34396d14b5eabee","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-24_越穷越要野路子，赚钱就靠信息差 #信息差赚钱思路 #尊重用户 #尊重市场 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-27_连线几百人之后我发现：不挣钱的业务，都长一个样 #自媒体创业 #知识分享 #dontbesilent.md","6b4b95b86c28a3ea75b68dee9fbb67d0273665a0","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-27_连线几百人之后我发现：不挣钱的业务，都长一个样 #自媒体创业 #知识分享 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-03-31_不要把正常的流量变现的摸索阶段，当成是绝望。 #dontbesilent #流量变现 #从零到一 #商业思维 #自媒体运.md","9775138ecbc4d362380b87a024d0d5359b737bf2","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-03-31_不要把正常的流量变现的摸索阶段，当成是绝望。 #dontbesilent #流量变现 #从零到一 #商业思维 #自媒体运.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-02_为什么有人上来就爆款，为什么你死活没流量 #dontbesilent #流量思维 #商业思维 #变现思维.md","385c97a284ec82c3eb7f3f0c5f6e3782e5ea4c9c","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-02_为什么有人上来就爆款，为什么你死活没流量 #dontbesilent #流量思维 #商业思维 #变现思维.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-02_逆商决定财富上限｜年入百万的决定要素 #分享创业干货 #财富思维 #赚钱思维 #dontbesilent.md","0197f9e4218eaed10a76302e3fe677dec245fd4b","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-02_逆商决定财富上限｜年入百万的决定要素 #分享创业干货 #财富思维 #赚钱思维 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-04_我全网 20 万粉丝，输出上百万字，还是被 AI 干掉了 #AI #ai取代人类 #自媒体创业 #dontbesilen.md","15b7845e5ef4b48ea6fa5431414b2dea8e26509a","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-04_我全网 20 万粉丝，输出上百万字，还是被 AI 干掉了 #AI #ai取代人类 #自媒体创业 #dontbesilen.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-05_越有钱越艰难，过亿的老板们做短视频更痛苦 #创始人ip #dontbesilent #短视频创业.md","f1fd43da0dcd5c44750445aee27ad84a69178712","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-05_越有钱越艰难，过亿的老板们做短视频更痛苦 #创始人ip #dontbesilent #短视频创业.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-07_做 1 v 1 咨询，越接单越穷，越努力越穷 #dontbesilent #商业思维.md","30c2854d392ee0f14f42dc779921d2f18c5313d3","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-07_做 1 v 1 咨询，越接单越穷，越努力越穷 #dontbesilent #商业思维.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-08_表面上是知识付费不挣钱，其实只是变相打工 #dontbesilent #知识付费 #商业思维 #IP生意.md","67b96f0cfa61aa9fe112ebf175da20885ff47069","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-08_表面上是知识付费不挣钱，其实只是变相打工 #dontbesilent #知识付费 #商业思维 #IP生意.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-11_像素级复制，年入百万。搬运抄袭，颗粒无收 #自媒体运营 #dontbesilent #像素级对标 #像素级模仿 #原创价.md","730d7897c52f686fcb9292eae1bc6661c15f422d","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-11_像素级复制，年入百万。搬运抄袭，颗粒无收 #自媒体运营 #dontbesilent #像素级对标 #像素级模仿 #原创价.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-13_3 分钟教会你从零到一找到自己的生意❗️公开我的表格工作法 #dontbesilent #商业思维 #赚钱思维 #创业思.md","0a137f2e9b9f4155d69de2dee02b187c5aea4e6d","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-13_3 分钟教会你从零到一找到自己的生意❗️公开我的表格工作法 #dontbesilent #商业思维 #赚钱思维 #创业思.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-16_所有教你「先做内容再变现」的人都是耍流氓 #dontbesilent #商业思维 #内容变现 #起号实操.md","240390fc510e419907cc66773606514974d8ed62","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-16_所有教你「先做内容再变现」的人都是耍流氓 #dontbesilent #商业思维 #内容变现 #起号实操.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-21_卖奶茶根本不挣钱！雪王做知识付费年入百亿 #dontbesilent #商业思维 #蜜雪冰城上市 #知识付费.md","465621e7fede446577da690fed195daf16ab658a","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-21_卖奶茶根本不挣钱！雪王做知识付费年入百亿 #dontbesilent #商业思维 #蜜雪冰城上市 #知识付费.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-23_京东：给兄弟们交社保，就是企业最好的广告 #京东外卖喊话竞争对手 #dontbesilent #流量 #刘强东 #企业获.md","24174fa241bbd9980f72b8dbd6e1c2923a4c27ed","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-23_京东：给兄弟们交社保，就是企业最好的广告 #京东外卖喊话竞争对手 #dontbesilent #流量 #刘强东 #企业获.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-27_做自媒体的煎熬期，把 99% 的人都熬失败了 #dontbesilent #自媒体干货 #涨粉百万 #自媒体心法.md","317483807e48288de4195f340c7ee03e8561df76","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-27_做自媒体的煎熬期，把 99% 的人都熬失败了 #dontbesilent #自媒体干货 #涨粉百万 #自媒体心法.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-29_每天都在思考创新的聪明人，最不容易赚到钱 #商业思维 #创业思维 #用户需求 #dontbesilent.md","1591da34a2e3f5f4348d52fe81d3ff0e654e153b","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-29_每天都在思考创新的聪明人，最不容易赚到钱 #商业思维 #创业思维 #用户需求 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-04-30_货拉拉司机谈黄金年代：要饭都能赚上千万 #90年代创业 #随机采访 #路人采访.md","1d929247ad5a99c5ed33d58a18500352e23becee","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-04-30_货拉拉司机谈黄金年代：要饭都能赚上千万 #90年代创业 #随机采访 #路人采访.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-07_能赚钱的知识付费从来不卖虚拟资料，卖情绪❗️ #dontbesilent #知识付费 #创业干货 #情绪价值 #虚拟资料.md","65ee7f5b17e3d20802395e016fc79cba589e7744","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-07_能赚钱的知识付费从来不卖虚拟资料，卖情绪❗️ #dontbesilent #知识付费 #创业干货 #情绪价值 #虚拟资料.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-12_内耗 = 心理资本匮乏，停止内耗就会开始赚钱 #内耗 #心理资本 #内耗焦虑 #dontbesilent #创业.md","c6f285a8d336a0d060ccbeb0de8487d752077f88","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-12_内耗 = 心理资本匮乏，停止内耗就会开始赚钱 #内耗 #心理资本 #内耗焦虑 #dontbesilent #创业.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-14_如果远期目标是财务自由，那当下应该做什么 #独立思考 #创业 #财务自由 #目标管理 #dontbesilent.md","7e98d94efb9efd4355aae855b7b79c5da7de51c4","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-14_如果远期目标是财务自由，那当下应该做什么 #独立思考 #创业 #财务自由 #目标管理 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-15_用 AI 五分钟“复制”别人的文档，开启虚拟资料生意 #虚拟资料项目 #DeepSeek #dontbesilent #.md","9de41d0b4bf67c96e03e01042b70df8e740a4a6f","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-15_用 AI 五分钟“复制”别人的文档，开启虚拟资料生意 #虚拟资料项目 #DeepSeek #dontbesilent #.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-18_人要有「老子时间很贵」的概念，摆脱时间换钱的枷锁 #独立思考 #赚钱思维 #赚到一百万 #dontbesilent #商.md","aa30057ff77b700487831e824577d4b997e16c24","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-18_人要有「老子时间很贵」的概念，摆脱时间换钱的枷锁 #独立思考 #赚钱思维 #赚到一百万 #dontbesilent #商.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-20_AI 浏览器真可以帮你赚钱：15s 完成对标账号分析 #AI浏览器 #dontbesilent #对标账号 #对标账号分.md","6f46d260c72df20c0ebcc39d66a2cc61b7ad8310","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-20_AI 浏览器真可以帮你赚钱：15s 完成对标账号分析 #AI浏览器 #dontbesilent #对标账号 #对标账号分.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-22_赚不到钱是因为上班上多了，打工和创业的逻辑是相反的 #dontbesilent #打工思维 #老板思维 #富人思维.md","4b8bb15016986286980e6f194727dea691d9c94f","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-22_赚不到钱是因为上班上多了，打工和创业的逻辑是相反的 #dontbesilent #打工思维 #老板思维 #富人思维.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-26_为什么大佬永远精力充沛：建立自我觉知能力 #自我觉知 #创业心力 #dontbesilent #心力.md","1bfbdbe5ef830d920ba84485f9d42d6e0d8ecabf","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-26_为什么大佬永远精力充沛：建立自我觉知能力 #自我觉知 #创业心力 #dontbesilent #心力.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-05-30_自媒体做垂直流量，账号必死 #自媒体创业 #干货 #垂直流量 #垂直内容 #dontbesilent.md","ddc3abd21b1381c36e93b2c79c244e1f3fbbc134","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-05-30_自媒体做垂直流量，账号必死 #自媒体创业 #干货 #垂直流量 #垂直内容 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-01_用免费送资料做成的私域，不是资产，是负债 #AI生成视频 #私域运营 #dontbesilent.md","c83d3361be8e904c63f4e06ee0dbd7a721829140","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-01_用免费送资料做成的私域，不是资产，是负债 #AI生成视频 #私域运营 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-02_越研究人群画像，越赚不到钱｜流量底层逻辑 #dontbesilent #自媒体干货 #内容思维 #流量逻辑 #人群画像.md","c7dc7cbf52e699be4e4e3e6beb6708190ca3ab3e","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-02_越研究人群画像，越赚不到钱｜流量底层逻辑 #dontbesilent #自媒体干货 #内容思维 #流量逻辑 #人群画像.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-05_做知识付费涨粉 30万，聊聊如何教人赚钱 #dontbesilent #知识付费 #自媒体分享 #自媒体商业思维 #商业.md","a7e683593942d8be4cc43e01dc4196bdcd0f811e","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-05_做知识付费涨粉 30万，聊聊如何教人赚钱 #dontbesilent #知识付费 #自媒体分享 #自媒体商业思维 #商业.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-09_在内容平台赚 100 万的思维：货只是内容的赠品 #内容电商 #兴趣电商 #赚钱思维 #商业思维 #dontbesile.md","8c00cd5e57e81bb25f344d7b656dcd48e0227674","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-09_在内容平台赚 100 万的思维：货只是内容的赠品 #内容电商 #兴趣电商 #赚钱思维 #商业思维 #dontbesile.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-10_总想把产品做得太有用，是在耽误你赚钱｜商业反直觉 #赚钱思维 #dontbesilent #商业思维 #商业反直觉 #商.md","814915c5825e2e9e21154f27ed3ba502f2d69787","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-10_总想把产品做得太有用，是在耽误你赚钱｜商业反直觉 #赚钱思维 #dontbesilent #商业思维 #商业反直觉 #商.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-13_赚钱最大的误区是总想发挥自己的优势去变现 #从零到一 #赚钱思维 #商业思维 #创业 #dontbesilent.md","38a7f3fca72c1376ed28bc7726a16e4b681d4fec","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-13_赚钱最大的误区是总想发挥自己的优势去变现 #从零到一 #赚钱思维 #商业思维 #创业 #dontbesilent.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-16_攒够 20 万粉丝之后，发现粉丝量真的没用 #短视频涨粉 #自媒体创业 #自媒体干货 #自媒体运营 #dontbesil.md","24ef1cfac7506f055f3e86f548c5dcf168616d1b","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-16_攒够 20 万粉丝之后，发现粉丝量真的没用 #短视频涨粉 #自媒体创业 #自媒体干货 #自媒体运营 #dontbesil.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-17_赚钱的第一步，是解决掉自己逻辑混乱的问题 #dontbesilent #逻辑思维 #底层逻辑 #深度思考 #思维训练.md","a0ea5040abab8290ff16ab5f40e858bef68f15d3","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-17_赚钱的第一步，是解决掉自己逻辑混乱的问题 #dontbesilent #逻辑思维 #底层逻辑 #深度思考 #思维训练.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-21_突然意识到很多人做自媒体失败的真正原因 #dontbesilent #自媒体创业 #自媒体干货 #思维训练 #思考本质.md","9210c1987cebadeecf4ccc6d941f3557f9bb171f","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-21_突然意识到很多人做自媒体失败的真正原因 #dontbesilent #自媒体创业 #自媒体干货 #思维训练 #思考本质.md","exact-move"
"01-内容生产/dontbesilent 聊赚钱（每天更新）/2025-06-23_想投流，请你一定要先搞清楚流量的基础逻辑 #dontbesilent #干货 #自媒体 #投流 #流量逻辑.md","ce1e17ebb038c94fe938f0646162db3f1089c698","1","03-资源/创作者素材/dontbesilent-聊赚钱/2025-06-23_想投流，请你一定要先搞清楚流量的基础逻辑 #dontbesilent #干货 #自媒体 #投流 #流量逻辑.md","exact-move"
