"old_path","new_path","sha256","reason","moved_at"
"99-系统/脚本/gen_wechat_234.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/gen_wechat_234.py","C53F34AA70ED66ACBEFDBB47E840FEED579720E2C9866271C1BA513FCF8D4BA4","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/gen_wechat_5678.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/gen_wechat_5678.py","07162DDF87FEDE25C08D16BF39C540B6C0A9996E2127F81288FC7829CD72C12E","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/gen_wechat_ch01.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/gen_wechat_ch01.py","24739596269E6FAB5A6F44591111B2AFDF79432AA5D99E5E827F17393B241DCC","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/repair_dedup_damage.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/repair_dedup_damage.py","A5A4B0878B803A05C55BE6C54654908C290F19157D9FA31D7F3B100AE0332FCD","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/scan_low_quality.ps1","99-系统/脚本/legacy-meta/one-off-2026-07-15/scan_low_quality.ps1","2360C46D920D9252D70AFFF1CEF97671441BC71FE132D0241593B7BF36CB7049","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/scan_skills_v2.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/scan_skills_v2.py","FAB5CECAC39EBE00D15AA2730FD6003EC5F49D48CCE081DD30E1809C02124530","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/scan_skills.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/scan_skills.py","DFAB465BE6035437B5AC1F9E57C75B97F288AEB6DF57A4D32E0C699AFA557C66","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/scan_strict.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/scan_strict.py","27EF7B0F86536EAF18068A58BE4554FC741DD0D324E9D5B2E1D615956CDF95A2","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/spot_check_v2.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/spot_check_v2.py","72C0E9095E8EDF51B060B6EE6D496983D8D4EC4B865056A16CEFDF709C58DB36","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/spot_check.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/spot_check.py","821AEFD5D812D54C3F017A6D9C32D3F59C534703CDBB5FC325FCE93799415B42","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/traffic_fix_r1.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/traffic_fix_r1.py","A0EEA2484DFDC13D0CC5D21550A45647169EC12A83BE25406907BD5CE5A41A8E","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/traffic_fix_r3.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/traffic_fix_r3.py","9784698A4545FCE0F27C279B22D0EDFBD3940800AA23C0324E41736F01DE2227","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/traffic_r2_eval.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/traffic_r2_eval.py","D1C65F4EC3CBE9E59D1C86546FFFCC3050D6C0A35ED5D9899BFCC78B8B2CABE4","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/traffic_r2b_eval.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/traffic_r2b_eval.py","A669F9E659239B0B0FED3D8E0E95174546BF7B111A374AE5C32CECB5BF15D460","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/traffic_review_r1.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/traffic_review_r1.py","E7982B4FDA795B1EFBB7973213FFB9C4F454C6067B9B7D763A9627E07AD64BA8","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/weread_batch2.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_batch2.py","3687B68DD6EFB8B26164259673091A33E49745D13C9046AC463C6664EED59975","zero references; credential assignment detected; quarantined as blocked-sensitive","2026-07-15"
"99-系统/脚本/weread_batch3.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_batch3.py","DD73883994AB7CF0603722AF2CAC9EED94CB55AFB5BD4396F5E3498A7BC89DFC","zero references; credential assignment detected; quarantined as blocked-sensitive","2026-07-15"
"99-系统/脚本/weread_ev_v2.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_ev_v2.py","C23B1D3FFE5F45DCD20A531015A06BC3B0D386BE7BE0F255B439956BA2BE83A3","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/weread_evidence_update.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_evidence_update.py","E9FF45512733350D8F96CA174E123DA928CF51134991EFDD8936DA86497FE57B","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/weread_extract_top.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_extract_top.py","73C901ACB0E481DC346C79EB693E2020765AC3BD4DCBD8ED2FBED07B843B91B7","zero references; credential assignment detected; quarantined as blocked-sensitive","2026-07-15"
"99-系统/脚本/weread_extract_v2.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_extract_v2.py","D0EABBD276F92E445D6644694030E36ED339DDEEA0D18019EC94C2844DC7AA45","zero references; credential assignment detected; quarantined as blocked-sensitive","2026-07-15"
"99-系统/脚本/weread_highlights.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_highlights.py","F582EFA6479C2F2BE396808C7BDEC231D4814BED70E0FB8DD377CA1828188AA3","zero references; credential assignment detected; quarantined as blocked-sensitive","2026-07-15"
"99-系统/脚本/weread_map_to_v7.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_map_to_v7.py","ED6D4A9BF7766211F73DE9D13C7714A2C3627A8B68DF0B7663E245AF2BBF8A1B","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/weread_map_v2.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_map_v2.py","47D66BFA7F49F592AA2D53CDB03D71EC185C4EB11C3FC078D8C00DFBA86F445B","legacy-candidate with zero external and internal references","2026-07-15"
"99-系统/脚本/weread_test.py","99-系统/脚本/legacy-meta/one-off-2026-07-15/weread_test.py","47FF94B8F2C97BE2E8F7C76EC3ADDA57075DFAD3A5B7D2AF82DB5A45EC9ED367","zero references; credential assignment detected; quarantined as blocked-sensitive","2026-07-15"
